[Input ID],Gene_desc,unique,logRatio_1,logRatio_2,logRatio_3,logScore,logInt,[SignalP Peptide],[# TM Domains],Gene_id_all,Gene_desc_all,logratio_mean
Tb927.3.5310,paraflagellar rod protein,8,0.2590615292588702,0.18243805572490956,0.21487083400390522,1.124993020025895,6.075473964588946,0,0.0,Tb927.3.5310,paraflagellar rod protein,0.21879013966256167
Tb927.11.7560,predicted WD40 repeat protein,18,0.5191392826429724,0.09909317921910914,0.026020970714370147,1.989934568532675,7.1057485555269935,0,0.0,Tb927.11.7560,predicted WD40 repeat protein,0.21475114419215055
Tb927.9.3000,cytidine deaminase,3,0.30170469621916013,-0.04965103773232204,0.3781786552080416,1.0955180423231508,6.143826390839561,0,0.0,Tb927.9.3000,cytidine deaminase,0.21007743789829325
Tb11.v5.0394,"hypothetical protein, conserved",23,0.15911246123085832,0.2194628389571548,0.25084033356164537,2.1235576580039495,7.868162274390791,0,0.0,Tb11.v5.0394;Tb927.10.15750,"hypothetical protein, conserved; hypothetical protein, conserved",0.20980521124988616
Tb927.9.15170,"60S ribosomal protein L5, putative",6,0.171847313573341,0.27130614379733703,0.16902704513481687,1.2084413564385674,6.971229447276241,0,0.0,Tb927.9.15170;Tb927.9.15110,"60S ribosomal protein L5, putative; 60S ribosomal protein L5, putative",0.20406016750183165
Tb927.10.13450,"hypothetical protein, conserved",13,0.10621429609096804,0.41619119389521425,0.08949815083910263,1.9050345236811879,6.819576835392792,0,0.0,Tb927.10.13450,"hypothetical protein, conserved",0.20396788027509496
Tb927.10.560,"40S ribosomal proteins S11, putative",1,0.10675031506086766,0.3978029618624898,0.10715219863491048,0.8273175682520613,6.637859822832244,0,0.0,Tb927.10.560,"40S ribosomal proteins S11, putative",0.20390182518608932
Tb927.11.14250,"T-complex protein 1, epsilon subunit, putative",21,0.1526377396511124,0.14834844991564902,0.30742852519224734,2.013763854733933,7.635755096078287,0,0.0,Tb927.11.14250,"T-complex protein 1, epsilon subunit, putative",0.2028049049196696
Tb927.4.1300,"amidinotransferase, putative",15,0.24841339205081803,0.1997508567158369,0.16001660784590455,1.9264144800205225,7.730766130590014,0,0.0,Tb927.4.1300,"amidinotransferase, putative",0.2027269522041865
Tb927.11.9640,"glycyl-tRNA synthetase, putative",14,0.24549566281992083,0.0959919129246028,0.2654368960490983,1.6012014115993625,6.6047658847038875,0,0.0,Tb927.11.9640,"glycyl-tRNA synthetase, putative",0.20230815726454066
Tb927.2.5910,"40S ribosomal protein S13, putative",7,0.18103892443166827,0.20501708816016756,0.21400042972960648,1.0525400459340224,6.963561179789623,0,0.0,Tb927.2.5910;Tb927.10.15120,"40S ribosomal protein S13, putative; 40S ribosomal protein S13, putative",0.20001881410714742
Tb927.10.2110,elongation factor 1-alpha,30,0.135140816394815,0.2401311183307479,0.22391675051899007,2.2251282879820873,9.396269107674458,0,0.0,Tb927.10.2110;Tb927.10.2100;Tb927.10.2090;Tb11.v5.1046,"elongation factor 1-alpha; elongation factor 1-alpha; elongation factor 1-alpha; elongation factor 1-alpha, putative",0.19972956174818432
Tb927.8.2050,GDP-mannose pyrophosphorylase,11,0.20739313045833557,0.20000206602186751,0.18573970940278245,1.8706847596638334,6.980053392151214,0,0.0,Tb927.8.2050,GDP-mannose pyrophosphorylase,0.19771163529432853
Tb11.v5.0304,"cation transporter, putative",2,0.13474665536848754,0.18142064028014193,0.2753646961504364,1.0448532172677314,6.21045229296202,0,1.0,Tb11.v5.0304;Tb927.10.15940,"cation transporter, putative; cation transporter, putative",0.1971773305996886
Tb927.10.14710,"40S ribosomal protein S2, putative",16,0.16684396441249089,0.3048614514884491,0.11676397129772323,1.7609424206627218,7.441380884916511,0,0.0,Tb927.10.14710;Tb927.10.14600,"40S ribosomal protein S2, putative; 40S ribosomal protein S2, putative",0.19615646239955442
Tb927.3.1590,mitochondrial RNA binding complex 1 subunit,21,0.21499513461492328,0.19912264201360064,0.1696684995230859,1.9491996561179392,7.191171455728559,0,0.0,Tb927.3.1590,mitochondrial RNA binding complex 1 subunit,0.19459542538386995
Tb927.9.14000,"60S ribosomal protein L12, putative",2,0.1589832511603865,0.26627682332247754,0.1578198394788626,1.024608796126558,7.023334782538309,0,0.0,Tb927.9.14000;Tb927.8.6030,"60S ribosomal protein L12, putative; 60S ribosomal protein L12, putative",0.19435997132057556
Tb927.5.309b,"invariant surface glycoprotein, putative",2,0.24659050290518097,0.2204537860491856,0.11490002395719036,1.50231784976574,6.346274716142128,1,1.0,Tb927.5.309b;Tb11.v5.0216,"invariant surface glycoprotein, putative; invariant surface glycoprotein, putative",0.19398143763718564
Tb927.4.1540,"NAD dependent epimerase/dehydratase family, putative",7,0.3240040813944298,0.1658154881323355,0.0829750272577682,1.5747833931757764,6.589737426236154,0,1.0,Tb927.4.1540,"NAD dependent epimerase/dehydratase family, putative",0.19093153226151116
Tb927.11.16030,proteasome regulatory non-ATP-ase subunit 7,13,0.2051422406252982,0.18421680809224125,0.1819294376900668,1.5469126431812426,7.1839812189145915,0,0.0,Tb927.11.16030,proteasome regulatory non-ATP-ase subunit 7,0.19042949546920207
Tb927.1.3180,"40S ribosomal protein S11, putative",2,0.09707137054390355,0.25302109571151316,0.2183472092784992,1.2651245531591808,7.1998648337322555,0,0.0,Tb927.1.3180,"40S ribosomal protein S11, putative",0.18947989184463862
Tb927.11.9590,"S-adenosylhomocysteine hydrolase, putative",17,0.177343788281726,0.18764107818068257,0.20188474283985725,1.7372960338448287,7.551523187504588,0,0.0,Tb927.11.9590,"S-adenosylhomocysteine hydrolase, putative",0.1889565364340886
Tb927.3.4120,"hypothetical protein, conserved",10,0.14782766837732045,0.19522159325284455,0.2234225499349372,1.9483738383870792,7.095692282839792,0,1.0,Tb927.3.4120,"hypothetical protein, conserved",0.1888239371883674
Tb927.10.14730,"chaperone protein DnaJ, putative",6,-0.15604830550299878,0.4307134676951452,0.2886538636051693,1.4434663930886538,6.450033447592529,0,0.0,Tb927.10.14730;Tb11.v5.1062,"chaperone protein DnaJ, putative; chaperone protein DnaJ, putative",0.18777300859910526
Tb927.11.14020,nuclear RNA binding domain 2,12,0.17248751551013405,0.20401547739988798,0.17491769523958806,1.7403232063829932,7.402536491803908,0,0.0,Tb927.11.14020;Tb927.11.14000,nuclear RNA binding domain 2; nuclear RNA binding domain 1,0.18380689604987002
Tb927.10.1060,"T-complex protein 1, delta subunit, putative",18,0.07135080412884309,0.26014612650896735,0.2183472092784992,2.0094083991518668,7.191590726379211,0,0.0,Tb927.10.1060,"T-complex protein 1, delta subunit, putative",0.18328137997210323
Tb927.6.3670,"paraflagellar rod component, putative",8,0.1920678844796504,0.15730246631897368,0.19484351199951963,1.2513948500401042,5.945207536083819,0,0.0,Tb927.6.3670,"paraflagellar rod component, putative",0.1814046209327146
Tb927.10.14800,"mitogen-activated protein kinase 9, putative",4,0.1853591347580021,0.1611782500798127,0.19320401398387493,1.2580623120109196,6.106156886966839,0,0.0,Tb927.10.14800;Tb11.v5.0626,"mitogen-activated protein kinase 9, putative; protein kinase, putative",0.1799137996072299
Tb927.10.9740,Regulatory particle triple-A ATPase subunit 6,12,0.22465773412073844,0.12446048627433613,0.18840092460321,1.6454419202385278,7.121789568859296,0,0.0,Tb927.10.9740,Regulatory particle triple-A ATPase subunit 6,0.17917304833276151
Tb927.10.4570,elongation factor 2,25,0.14912926990993294,0.25882039687641173,0.12895322038600612,2.2600475249953216,7.583470831493851,0,0.0,Tb927.10.4570;Tb927.10.4560,elongation factor 2; elongation factor 2,0.17896762905745026
Tb927.10.15720,proteasome regulatory non-ATP-ase subunit 9,14,0.28557977040279486,0.11290026153254981,0.13435238662336282,1.624385241420265,7.190555792335172,0,0.0,Tb927.10.15720,proteasome regulatory non-ATP-ase subunit 9,0.17761080618623581
Tb927.7.3540,"hypothetical protein, conserved",3,-0.03643709752344666,0.24464354573939842,0.32285112437559094,1.0805182605271177,6.124112792196785,0,0.0,Tb927.7.3540,"hypothetical protein, conserved",0.17701919086384757
Tb927.11.14300,"Dynein intermediate chain, axonemal",16,0.1401242239090707,0.30158764660318677,0.08827730968045189,1.587823171318955,6.6640964148521595,0,0.0,Tb927.11.14300,"Dynein intermediate chain, axonemal",0.17666306006423646
Tb927.11.16760,"T-complex protein 1, alpha subunit, putative",23,0.17887395816979543,0.21809917437014498,0.12802938874064107,2.2715628254323055,7.686823886840014,0,0.0,Tb927.11.16760,"T-complex protein 1, alpha subunit, putative",0.17500084042686048
Tb927.6.4770,"protein mkt1, putative",15,0.1758119937217308,0.2667565623046648,0.08188496672922738,1.6662370958958044,7.220552619866346,0,0.0,Tb927.6.4770,"protein mkt1, putative",0.17481784091854102
Tb927.10.9430,"phosphoribosylpyrophosphate synthetase, putative",3,0.11463354906893944,0.20188474283985725,0.2032638127210805,1.0548810548627718,6.684369530665809,0,0.0,Tb927.10.9430,"phosphoribosylpyrophosphate synthetase, putative",0.1732607015432924
Tb927.9.7690,"hypothetical protein, conserved",11,0.11689701828826238,0.2168583597749604,0.18421680809224125,1.6852848175278812,6.4839152116664085,0,0.0,Tb927.9.7690,"hypothetical protein, conserved",0.17265739538515468
Tb927.9.6070,"40S ribosomal protein S3, putative",11,0.1526377396511124,0.20864210901516606,0.15639661659766543,1.634275694625944,7.7916625838495435,0,0.0,Tb927.9.6070;Tb927.10.11540,"40S ribosomal protein S3, putative; 40S ribosomal protein S3, putative",0.17255882175464798
Tb927.10.1730,"Polyadenylation mediator complex protein PAMC3, putative",4,0.0604624879861069,0.13842131042024963,0.3145225217916148,0.9339173199887053,6.034548247098469,0,0.0,Tb927.10.1730,"Polyadenylation mediator complex protein PAMC3, putative",0.17113544006599044
Tb927.10.5030,"ubiquitin/ribosomal protein S27a, putative",3,0.04670058674162228,0.3418719206444006,0.12459282540582266,0.7602942873136131,6.79560197989418,0,0.0,Tb927.10.5030;Tb927.7.3680,"ubiquitin/ribosomal protein S27a, putative; ubiquitin/ribosomal protein S27a, putative",0.17105511093061518
Tb927.6.4980,40S ribosomal protein S14,7,0.13829023377991154,0.24987004682249817,0.12220886170022928,1.3611042704003045,7.240698979186308,0,0.0,Tb927.6.4980;Tb927.11.7705;Tb11.0390;Tb11.0290,"40S ribosomal protein S14; ribosomal protein S11, putative; chrXI additional, unordered contigs; chrXI additional, unordered contigs",0.170123047434213
Tb927.4.1680,"ZFP family member, putative",4,0.3213509014246168,0.04530316795657215,0.14104034543359303,1.293008786658565,6.506234359612126,0,0.0,Tb927.4.1680,"ZFP family member, putative",0.16923147160492732
Tb927.9.11270,"t- complex protein 1 (eta subunit), putative",12,0.07874644707664834,0.21151066288353915,0.21611335844630125,1.692882154722619,7.000564216165375,0,0.0,Tb927.9.11270,"t- complex protein 1 (eta subunit), putative",0.16879015613549622
Tb927.6.4140,"paraflagellar rod component, putative",4,0.3166091843278231,0.10259094958809113,0.08392815506235927,1.1128730018404585,7.651897991950546,1,0.0,Tb927.6.4140,"paraflagellar rod component, putative",0.16770942965942448
Tb927.7.2370,"40S ribosomal protein S15, putative",4,0.24379092506481007,0.0897693086335084,0.1575611760911883,1.3244676598936966,6.779704690689162,0,0.0,Tb927.7.2370;Tb927.7.2340,"40S ribosomal protein S15, putative; 40S ribosomal protein S15, putative",0.16370713659650224
Tb927.11.2030,"hypothetical protein, conserved",8,0.19987646683658045,0.12776532814854508,0.16233895772459678,1.6423556856654447,6.497496350585415,1,0.0,Tb927.11.2030,"hypothetical protein, conserved",0.16332691756990744
Tb927.11.1900,"T-complex protein 1, beta subunit, putative",27,0.15846629512479557,0.16324108516354305,0.15975833805629805,2.1855421548543754,7.471277038700218,0,0.0,Tb927.11.1900,"T-complex protein 1, beta subunit, putative",0.16048857278154557
Tb927.10.3990,DHH1,14,0.12419577158719183,0.1536756497972376,0.20062989798307435,1.9111203057714419,7.422409256609699,0,0.0,Tb927.10.3990,DHH1,0.15950043978916792
Tb927.10.1510,CCR4-NOT transcription complex subunit 1,30,0.08691960673732627,0.23425604768829605,0.15510155812570256,1.9294189257142926,6.842140997536197,0,0.0,Tb927.10.1510,CCR4-NOT transcription complex subunit 1,0.15875907085044164
Tb927.6.3650,"ADP-ribosylation factor, putative",8,0.16992500144231237,0.22872635505849842,0.07669590183038302,1.8233307448307137,7.264747008353527,0,0.0,Tb927.6.3650,"ADP-ribosylation factor, putative",0.15844908611039796
Tb927.10.1550,proteasome regulatory non-ATP-ase subunit 5,15,0.27584142314061144,0.0753272507070651,0.1234013359719139,1.7718299126604535,7.080914958856625,0,0.0,Tb927.10.1550,proteasome regulatory non-ATP-ase subunit 5,0.1581900032731968
Tb927.3.1680,Eukaryotic translation initiation factor 3 subunit F,11,0.04809665327294402,0.20889177502615322,0.2162375520538233,1.732892108193951,6.95829624861773,0,0.0,Tb927.3.1680,Eukaryotic translation initiation factor 3 subunit F,0.1577419934509735
Tb927.8.570,proteasome regulatory non-ATP-ase subunit 10,6,-0.1510896758042176,0.3770682063840611,0.22995700858436255,1.649286168260619,6.7149915961964,0,0.0,Tb927.8.570,proteasome regulatory non-ATP-ase subunit 10,0.15197851305473534
Tb927.6.2440,"Mo25-like, putative",10,0.19559957544990353,0.020057652341253476,0.23952024689811735,1.6206460774320013,6.564073978977147,0,0.0,Tb927.6.2440,"Mo25-like, putative",0.1517258248964248
Tb927.10.3780,"hypothetical protein, conserved",9,0.17951105027151046,0.05741561242724302,0.2168583597749604,1.2535318435270049,6.305308367864144,0,0.0,Tb927.10.3780,"hypothetical protein, conserved",0.15126167415790462
Tb927.10.11300,"paraflagellar rod component, putative",6,0.21437352443645427,0.12300395405481979,0.11569915343158636,1.2260325033449588,7.243236537941076,0,0.0,Tb927.10.11300,"paraflagellar rod component, putative",0.15102554397428683
Tb927.8.3150,"T-complex protein 1, gamma subunit, putative",14,0.101246656683439,0.13435238662336282,0.21661006874244174,1.726808682524964,7.112269768417271,0,0.0,Tb927.8.3150,"T-complex protein 1, gamma subunit, putative",0.15073637068308118
Tb927.10.5340,"40S ribosomal protein S18, putative",11,0.14443799836839158,0.14899916258776436,0.1578198394788626,1.753728565293657,7.456047028440957,0,0.0,Tb927.10.5340;Tb927.10.5330;Tb11.v5.1060;Tb11.v5.0243,"40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative",0.15041900014500617
Tb927.10.15330,"CYTH domain containing protein, putative",17,0.2035144111307585,0.09841955776554452,0.14899916258776436,1.8780447287830655,7.160498543522346,0,0.0,Tb927.10.15330;Tb11.v5.0348,"CYTH domain containing protein, putative; hypothetical protein, conserved",0.15031104382802246
Tb927.5.800,"casein kinase I, isoform 2",6,0.3206579643119249,0.05755424645808902,0.07025192182044421,1.121723945637367,6.4346327661741425,0,0.0,Tb927.5.800;Tb927.5.790,"casein kinase I, isoform 2; casein kinase I isoform 1",0.14948804419681938
Tb927.11.1420,"hypothetical protein, conserved",12,0.25918208033818735,0.02361021518264534,0.16027483140859297,1.575106984704446,6.569350496882519,0,0.0,Tb927.11.1420,"hypothetical protein, conserved",0.14768904230980853
Tb927.9.13920,kinetoplastid membrane protein 11-1,6,0.1655582544611737,0.21598915414672054,0.05755424645808902,1.3433298030776064,7.446521634089079,0,0.0,Tb927.9.13920;Tb927.9.13860;Tb927.9.13820;Tb927.9.13795;Tb927.9.13785,kinetoplastid membrane protein 11-1; kinetoplastid membrane protein 11-2; kinetoplastid membrane protein 11-3; kinetoplastid membrane protein 11-4; kinetoplastid membrane protein 11-5,0.14636721835532776
Tb927.11.14100,Double RNA-binding domain containing protein 4,8,0.2237932162430325,0.24719838857586487,-0.03291994935656651,1.471247692495605,7.036189588754199,0,0.0,Tb927.11.14100,Double RNA-binding domain containing protein 4,0.14602388515411027
Tb927.8.980,phosphoacetylglucosamine mutase,8,0.29807173493399536,0.05074546358139898,0.08922694207039553,1.3511776536842848,6.447483630119362,0,0.0,Tb927.8.980,phosphoacetylglucosamine mutase,0.14601471352859663
Tb927.8.1110,"40S ribosomal protein S9, putative",12,0.0978804340519131,0.006621180122379962,0.32550154933449965,1.3926617862907893,7.4128467885119615,0,0.0,Tb927.8.1110;Tb927.10.5610,"40S ribosomal protein S9, putative; 40S ribosomal protein S9, putative",0.14333438783626423
Tb927.11.9470,"ADP-ribosylation factor GTPase activating protein, putative",6,0.1436546345260377,0.22193893162862377,0.05880135361618622,1.8434943975353602,6.738717153201842,0,0.0,Tb927.11.9470,"ADP-ribosylation factor GTPase activating protein, putative",0.1414649732569492
Tb927.10.14140,pyruvate kinase 1,24,0.10996225339881809,0.15574923267794485,0.15833702716710038,2.3631605302861045,8.157849480452901,0,0.0,Tb927.10.14140;Tb11.v5.0605,"pyruvate kinase 1; pyruvate kinase 1, putative",0.1413495044146211
Tb927.10.7740,protein transport protein SEC23,11,0.06543444594863314,0.13986236801564095,0.21462220064854812,1.8182984899670271,6.718194335472649,0,0.0,Tb927.10.7740,protein transport protein SEC23,0.13997300487094075
Tb927.9.3990,"ribosomal protein S7, putative",9,0.0972062459743658,0.13999330190336454,0.17171923908784795,1.6266995641076734,7.54435334413586,0,0.0,Tb927.9.3990;Tb927.9.3920,"ribosomal protein S7, putative; ribosomal protein S7, putative",0.1363062623218594
Tb927.11.3240,"T-complex protein 1, zeta subunit, putative",20,0.00604663011841478,0.11196608960349229,0.28971644848629924,2.0166991380649715,7.648603928135281,0,0.0,Tb927.11.3240,"T-complex protein 1, zeta subunit, putative",0.13590972273606877
Tb927.7.5920,"mercaptopyruvate sulfurtransferase, putative",7,0.25954367314869103,0.17657809430131693,-0.03169539463646007,1.323107655185521,6.659326604019716,0,0.0,Tb927.7.5920,"mercaptopyruvate sulfurtransferase, putative",0.13480879093784928
Tb927.7.5020,"60S ribosomal protein L19, putative",7,0.15510155812570256,0.11343380260404853,0.13185284596466235,1.2695129442179163,7.305781151254982,0,0.0,Tb927.7.5020;Tb927.7.5000;Tb11.v5.0182;Tb11.v5.0181,"60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative",0.13346273556480448
Tb927.5.4420,"nucleolar RNA helicase II, putative",13,0.007339046008161997,0.1918152897068982,0.2005043534465213,1.5870146381512302,6.784610161302044,0,0.0,Tb927.5.4420;Tb05.5K5.70,"nucleolar RNA helicase II, putative; nucleolar RNA helicase II, putative",0.13321956305386048
Tb927.9.4680,Eukaryotic initiation factor 4A-1,9,0.08963373610689557,0.09125976619267828,0.21785109681113138,1.9359202034089134,7.1539367544609345,0,0.0,Tb927.9.4680,Eukaryotic initiation factor 4A-1,0.13291486637023509
Tb927.11.14230,"Vps23 core domain containing protein, putative",5,0.15600822110712773,0.11036324336041808,0.1307991108381943,1.4970679363985049,6.563469219262854,0,0.0,Tb927.11.14230,"Vps23 core domain containing protein, putative",0.13239019176858002
Tb927.11.9710,"60S ribosomal protein L10a, putative",10,0.1257833316273236,0.1585955515008968,0.11209957977623511,1.8813218764210173,7.251638220448212,0,0.0,Tb927.11.9710;Tb927.10.13500,"60S ribosomal protein L10a, putative; 60S ribosomal protein L10a",0.13215948763481852
Tb927.9.5690,"60S acidic ribosomal protein, putative",5,0.2258918616903405,0.16671544496642232,0.0010095332331987292,1.6699673699085043,6.427599698924868,1,0.0,Tb927.9.5690,"60S acidic ribosomal protein, putative",0.13120561329665384
Tb927.10.2730,"START domain containing protein, putative",5,0.107553970289646,0.23780842954562034,0.037030730944967026,1.0382226383687185,6.096771016533225,0,0.0,Tb927.10.2730,"START domain containing protein, putative",0.12746437692674445
Tb927.11.13250,"eukaryotic translation initiation factor 2 gamma, putative",8,0.24829193773910016,-0.06700153264499287,0.19748800240598138,1.3315285188686907,6.510545010206612,0,0.0,Tb927.11.13250,"eukaryotic translation initiation factor 2 gamma, putative",0.12625946916669623
Tb927.11.6870,14-3-3 protein 2,10,0.0023064673831690087,0.22811063440518137,0.14208662961752688,1.5443037402430673,6.966723532222728,0,0.0,Tb927.11.6870,14-3-3 protein 2,0.12416791046862574
Tb927.5.2960,"phosphoribosylpyrophosphate synthetase, putative",3,0.2130050385450477,0.10326262660608464,0.05588975819628299,0.8719288644309315,6.1325478424655815,0,0.0,Tb927.5.2960,"phosphoribosylpyrophosphate synthetase, putative",0.12405247444913846
Tb927.11.13190,"elongation factor 1 gamma, putative",13,0.18561286234235091,0.101246656683439,0.08406426478847456,1.7051706822008992,7.171580201932064,1,0.0,Tb927.11.13190;Tb927.11.13090,"elongation factor 1 gamma, putative; elongation factor 1 gamma, putative",0.1236412612714215
Tb927.11.2060,"60S acidic ribosomal protein P0, putative",10,0.09639680418715713,0.14221736180382347,0.12789736448606356,1.8904210188009143,8.08810063464266,0,0.0,Tb927.11.2060;Tb927.11.2050,"60S acidic ribosomal protein P0, putative; 60S acidic ribosomal protein P0, putative",0.12217051015901471
Tb927.11.1890,"Serine-threonine kinase receptor-associated protein, putative",8,0.1302719545188591,-0.016424446619607402,0.24902051028596492,1.7817984430440124,6.765743041421044,0,0.0,Tb927.11.1890,"Serine-threonine kinase receptor-associated protein, putative",0.12095600606173888
Tb927.11.715,"dynein light chain LC8, putative",4,0.0958569239148305,0.045163351603224475,0.2215677885384093,1.298547435078706,6.546345212016715,0,0.0,Tb927.11.715;Tb927.11.18680;Tb11.0845,"dynein light chain LC8, putative; dynein light chain LC8, putative; dynein light chain LC8, putative",0.12086268801882143
Tb927.9.1850,"60S ribosomal protein L35, putative",3,0.11169907219742026,0.1147667926655143,0.1331689334860438,0.9792068139457083,6.421225399340183,0,0.0,Tb927.9.1850;Tb927.9.1810,"60S ribosomal protein L35, putative; 60S ribosomal protein L35, putative",0.11987826611632613
Tb927.3.1370,"40S ribosomal protein S25, putative",3,0.09274868553952377,0.09356017616233782,0.17325538302097232,0.784674339064312,6.756027212973441,0,0.0,Tb927.3.1370;Tb927.10.2840,"40S ribosomal protein S25, putative; ribosomal protein S25, putative",0.11985474824094462
Tb927.11.8180,"hypothetical protein, conserved",7,0.17555653643184002,0.2586998155699026,-0.0776955712103935,1.6604670339679712,6.522131115625487,0,0.0,Tb927.11.8180,"hypothetical protein, conserved",0.11885359359711638
Tb927.11.6600,"conserved protein, unknown function",7,0.10929368902294001,0.013069150019521303,0.2251515118412731,1.1692334513010973,6.773047369618162,0,0.0,Tb927.11.6600,"conserved protein, unknown function",0.1158381169612448
Tb927.11.3600,"40S ribosomal protein S4, putative",18,0.10715219863491048,0.1079556300873933,0.12247394117564454,1.868015166625768,7.885474302829158,0,0.0,Tb927.11.3600;Tb927.11.3590;Tb11.v5.1059,"40S ribosomal protein S4, putative; 40S ribosomal protein S4, putative; 40S ribosomal protein S4, putative",0.11252725663264944
Tb927.10.9890,"hypothetical protein, conserved",14,0.08841300972672499,0.2479275134435855,-0.0013712117175859403,2.0681116170273035,6.938029115687809,0,0.0,Tb927.10.9890;Tb11.v5.0458,"hypothetical protein, conserved; hypothetical protein, conserved",0.11165643715090819
Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative",11,0.1290851480566105,0.056722242374540224,0.1473066987802935,1.8364000789431467,6.851747419133264,0,0.0,Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative",0.11103802973714809
Tb927.9.7110,"GRAM domain containing protein, putative",14,0.07573798239407814,0.2093909774674277,0.03153635326805325,1.8717013369740474,8.058805486675906,0,0.0,Tb927.9.7110,"GRAM domain containing protein, putative",0.10555510437651972
Tb927.10.8190,"T-complex protein 1, theta subunit, putative",12,-0.14833689830270347,0.3127813279033618,0.15172895534333664,1.5481436374348454,6.652091553696364,0,0.0,Tb927.10.8190,"T-complex protein 1, theta subunit, putative",0.105391128314665
Tb927.8.4580,Basal body protein,9,0.30427738806567517,-0.023959036088553827,0.03491998434915955,1.6947630954929895,6.898264321791327,0,0.0,Tb927.8.4580,Basal body protein,0.10507944544209363
Tb927.3.1970,"DNA / pantothenate metabolism flavoprotein, putative",11,0.06653700239579126,0.10996225339881809,0.13592881552640673,1.9459951309940913,7.1853721433110405,0,0.0,Tb927.3.1970;REV__Tb927.8.5480,"DNA / pantothenate metabolism flavoprotein, putative; none",0.10414269044033869
Tb927.6.1080,"hydroxyacylglutathione hydrolase, putative",11,0.15354595185667388,0.06322680199698132,0.09423606984576555,1.7824439569177262,7.468495024507069,0,0.0,Tb927.6.1080,"hydroxyacylglutathione hydrolase, putative",0.1036696078998069
Tb927.11.6200,"60S ribosomal protein L28, putative",7,0.04893364519792244,0.2260152164029879,0.033792988849303096,1.4173221970997294,6.924191384235892,0,0.0,Tb927.11.6200;Tb927.11.6180,"60S ribosomal protein L28, putative; 60S ribosomal protein L28, putative",0.10291395015007115
Tb927.9.11540,"hypothetical protein, conserved",7,0.05074546358139898,0.12485746725576015,0.13290581201150653,1.5440556357592405,6.504443675760434,0,0.0,Tb927.9.11540,"hypothetical protein, conserved",0.1028362476162219
Tb927.10.14530,19S proteasome non-atpase subunit 8,6,0.07901963303483801,0.21859520155085696,0.008056554871058458,1.6091673743020198,6.507842384080124,0,0.0,Tb927.10.14530,19S proteasome non-atpase subunit 8,0.10189046315225114
Tb927.10.1090,"40S ribosomal protein S23, putative",3,0.05769286716834593,0.12326888749434657,0.12247394117564454,1.0361096670605796,6.655090390729038,0,0.0,Tb927.10.1090;Tb927.10.1080,"40S ribosomal protein S23, putative; 40S ribosomal protein S23, putative",0.10114523194611234
Tb927.11.2490,"Unc104-like kinesin, putative",7,0.0862402758207441,0.12128069979272926,0.09031147137603657,1.4421190137451594,6.138523737279158,0,0.0,Tb927.11.2490,"Unc104-like kinesin, putative",0.09927748232983664
Tb927.10.13780,glycogen synthase kinase 3,15,0.18142064028014193,0.0897693086335084,0.02446153014099581,1.9606514977628435,7.358182400479401,0,0.0,Tb927.10.13780;Tb11.v5.0718,"glycogen synthase kinase 3; protein kinase, putative",0.09855049301821539
Tb927.11.4300,"60S ribosomal protein L18, putative",8,0.07819991992137154,0.13986236801564095,0.07669590183038302,1.4290736694904385,7.18791535464999,0,0.0,Tb927.11.4300;Tb927.10.9880,"60S ribosomal protein L18, putative; 60S ribosomal protein L18, putative",0.09825272992246518
Tb927.10.15360,"hypothetical protein, conserved",8,0.21424917025451382,-0.1197925139975139,0.2002532315936873,1.5138299762895482,6.420747654769476,1,0.0,Tb927.10.15360,"hypothetical protein, conserved",0.0982366292835624
Tb927.3.1300,"hypothetical protein, conserved",10,-0.001761162477572219,0.1118325870779828,0.18332770604480073,1.53773096841162,6.683200185635447,0,0.0,Tb927.3.1300,"hypothetical protein, conserved",0.09779971021507043
Tb927.11.7380,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",34,0.08515268056313831,0.022758397578157615,0.18002052146631284,2.330068635954388,8.050070264367438,1,0.0,Tb927.11.7380,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",0.09597719986920293
Tb927.10.190,"40S ribosomal protein S6, putative",6,0.09868904409132834,0.034779158048019,0.1536756497972376,1.7785853278629622,7.5635760027769114,0,0.0,Tb927.10.190;REV__Tb927.3.5050,"40S ribosomal protein S6, putative; none",0.095714617312195
Tb927.7.2550,proteasome regulatory ATPase subunit 5,12,0.1804025068286491,0.06901467791518076,0.03407482027057225,1.6152659988991498,6.891163770244945,0,0.0,Tb927.7.2550,proteasome regulatory ATPase subunit 5,0.09449733500480072
Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",14,0.0966666685801791,0.22366967138824592,-0.03788783093326638,1.5399037326818512,6.848521640750647,1,0.0,Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",0.09414950301171955
Tb927.3.3610,"peroxisomal targeting signal 2 receptor, putative",10,-0.01881954350628781,0.1549719883163839,0.14143279092929553,1.654648135617599,6.747264169285308,0,0.0,Tb927.3.3610,"peroxisomal targeting signal 2 receptor, putative",0.09252841191313055
