[Input ID],Gene_desc,unique,logRatio_1,logRatio_2,logRatio_3,Score,logScore,logInt,[SignalP Peptide],[# TM Domains],Gene_id_all,Gene_desc_all,logratio_mean,pvalues,statistics,log_pvalues,padj
Tb927.10.14800,"mitogen-activated protein kinase 9, putative",4,0.1853591347580021,0.1611782500798127,0.19320401398387493,18.116,1.2580623120109196,6.106156886966839,0,0.0,Tb927.10.14800;Tb11.v5.0626,"mitogen-activated protein kinase 9, putative; protein kinase, putative",0.1799137996072299,4.847409591709796e-05,18.667866534508253,4.31449028213326,0.027242441905409052
Tb927.10.9740,Regulatory particle triple-A ATPase subunit 6,12,0.22465773412073844,0.12446048627433613,0.18840092460321,44.202,1.6454419202385278,7.121789568859296,0,0.0,Tb927.10.9740,Regulatory particle triple-A ATPase subunit 6,0.17917304833276151,0.0036164254487705207,6.117179066162425,2.4417204832894703,1.0
Tb927.10.4570,elongation factor 2,25,0.14912926990993294,0.25882039687641173,0.12895322038600612,181.99,2.2600475249953216,7.583470831493851,0,0.0,Tb927.10.4570;Tb927.10.4560,elongation factor 2; elongation factor 2,0.17896762905745026,0.011373521017954689,4.435495045981432,1.9441050654841843,1.0
Tb927.10.15720,proteasome regulatory non-ATP-ase subunit 9,14,0.28557977040279486,0.11290026153254981,0.13435238662336282,42.11,1.624385241420265,7.190555792335172,0,0.0,Tb927.10.15720,proteasome regulatory non-ATP-ase subunit 9,0.17761080618623581,0.030829828876857767,3.268599061991919,1.5110288858489913,1.0
Tb927.7.3540,"hypothetical protein, conserved",3,-0.03643709752344666,0.24464354573939842,0.32285112437559094,12.037,1.0805182605271177,6.124112792196785,0,0.0,Tb927.7.3540,"hypothetical protein, conserved",0.17701919086384757,0.17997596694660373,1.6226914310592984,0.7447854844484817,1.0
Tb927.11.14300,"Dynein intermediate chain, axonemal",16,0.1401242239090707,0.30158764660318677,0.08827730968045189,38.71,1.587823171318955,6.6640964148521595,0,0.0,Tb927.11.14300,"Dynein intermediate chain, axonemal",0.17666306006423646,0.05135026412301416,2.750457882545492,1.2894573182425044,1.0
Tb927.11.16760,"T-complex protein 1, alpha subunit, putative",23,0.17887395816979543,0.21809917437014498,0.12802938874064107,186.88,2.2715628254323055,7.686823886840014,0,0.0,Tb927.11.16760,"T-complex protein 1, alpha subunit, putative",0.17500084042686048,0.0025648818680309156,6.711975593280809,2.5909326325965156,1.0
Tb927.6.4770,"protein mkt1, putative",15,0.1758119937217308,0.2667565623046648,0.08188496672922738,46.37,1.6662370958958044,7.220552619866346,0,0.0,Tb927.6.4770,"protein mkt1, putative",0.17481784091854102,0.03062801805526578,3.275573494727324,1.51388110556073,1.0
Tb927.10.9430,"phosphoribosylpyrophosphate synthetase, putative",3,0.11463354906893944,0.20188474283985725,0.2032638127210805,11.347000000000001,1.0548810548627718,6.684369530665809,0,0.0,Tb927.10.9430,"phosphoribosylpyrophosphate synthetase, putative",0.1732607015432924,0.004103261156630004,5.9100508345321225,2.386870840997038,1.0
Tb927.9.7690,"hypothetical protein, conserved",11,0.11689701828826238,0.2168583597749604,0.18421680809224125,48.449,1.6852848175278812,6.4839152116664085,0,0.0,Tb927.9.7690,"hypothetical protein, conserved",0.17265739538515468,0.004214820949463033,5.866818209572184,2.375220869986296,1.0
Tb927.9.6070,"40S ribosomal protein S3, putative",11,0.1526377396511124,0.20864210901516606,0.15639661659766543,43.08,1.634275694625944,7.7916625838495435,0,0.0,Tb927.9.6070;Tb927.10.11540,"40S ribosomal protein S3, putative; 40S ribosomal protein S3, putative",0.17255882175464798,0.0006722461568740391,9.547221539181752,3.1724716718910777,0.37780234016320996
Tb927.10.1730,"Polyadenylation mediator complex protein PAMC3, putative",4,0.0604624879861069,0.13842131042024963,0.3145225217916148,8.5885,0.9339173199887053,6.034548247098469,0,0.0,Tb927.10.1730,"Polyadenylation mediator complex protein PAMC3, putative",0.17113544006599044,0.08502337563770469,2.277471936658011,1.0704616564645753,1.0
Tb927.10.5030,"ubiquitin/ribosomal protein S27a, putative",3,0.04670058674162228,0.3418719206444006,0.12459282540582266,5.7583,0.7602942873136131,6.79560197989418,0,0.0,Tb927.10.5030;Tb927.7.3680,"ubiquitin/ribosomal protein S27a, putative; ubiquitin/ribosomal protein S27a, putative",0.17105511093061518,0.12483651969160196,1.9367934412990944,0.9036583475027126,1.0
Tb927.6.4980,40S ribosomal protein S14,7,0.13829023377991154,0.24987004682249817,0.12220886170022928,22.967,1.3611042704003045,7.240698979186308,0,0.0,Tb927.6.4980;Tb927.11.7705;Tb11.0390;Tb11.0290,"40S ribosomal protein S14; ribosomal protein S11, putative; chrXI additional, unordered contigs; chrXI additional, unordered contigs",0.170123047434213,0.013285370825091366,4.237943476894616,1.8766263189320394,1.0
Tb927.4.1680,"ZFP family member, putative",4,0.3213509014246168,0.04530316795657215,0.14104034543359303,19.634,1.293008786658565,6.506234359612126,0,0.0,Tb927.4.1680,"ZFP family member, putative",0.16923147160492732,0.10468749892807254,2.091209712256307,0.9801051757299353,1.0
Tb927.9.11270,"t- complex protein 1 (eta subunit), putative",12,0.07874644707664834,0.21151066288353915,0.21611335844630125,49.303999999999995,1.692882154722619,7.000564216165375,0,0.0,Tb927.9.11270,"t- complex protein 1 (eta subunit), putative",0.16879015613549622,0.01999144816817989,3.7474400251125255,1.699155744717844,1.0
Tb927.6.4140,"paraflagellar rod component, putative",4,0.3166091843278231,0.10259094958809113,0.08392815506235927,12.968,1.1128730018404585,7.651897991950546,1,0.0,Tb927.6.4140,"paraflagellar rod component, putative",0.16770942965942448,0.0879589700901094,2.2467738623969793,1.0557198644272199,1.0
Tb927.7.2370,"40S ribosomal protein S15, putative",4,0.24379092506481007,0.0897693086335084,0.1575611760911883,21.109,1.3244676598936966,6.779704690689162,0,0.0,Tb927.7.2370;Tb927.7.2340,"40S ribosomal protein S15, putative; 40S ribosomal protein S15, putative",0.16370713659650224,0.021331480384647685,3.6731761700311822,1.6709790038766872,1.0
Tb927.11.2030,"hypothetical protein, conserved",8,0.19987646683658045,0.12776532814854508,0.16233895772459678,43.888999999999996,1.6423556856654447,6.497496350585415,1,0.0,Tb927.11.2030,"hypothetical protein, conserved",0.16332691756990744,0.0014269321856174965,7.843750872758285,2.845596666066809,0.801935888317033
Tb927.11.1900,"T-complex protein 1, beta subunit, putative",27,0.15846629512479557,0.16324108516354305,0.15975833805629805,153.3,2.1855421548543754,7.471277038700218,0,0.0,Tb927.11.1900,"T-complex protein 1, beta subunit, putative",0.16048857278154557,3.736841100441716e-08,112.55233924130171,7.427495369013766,2.1001046984482444e-05
Tb927.10.3990,DHH1,14,0.12419577158719183,0.1536756497972376,0.20062989798307435,81.493,1.9111203057714419,7.422409256609699,0,0.0,Tb927.10.3990,DHH1,0.15950043978916792,0.002006888745932054,7.166623032979328,2.6974767024338036,1.0
Tb927.10.1510,CCR4-NOT transcription complex subunit 1,30,0.08691960673732627,0.23425604768829605,0.15510155812570256,85.0,1.9294189257142926,6.842140997536197,0,0.0,Tb927.10.1510,CCR4-NOT transcription complex subunit 1,0.15875907085044164,0.02031067975547621,3.729219285568283,1.6922755414345723,1.0
Tb927.6.3650,"ADP-ribosylation factor, putative",8,0.16992500144231237,0.22872635505849842,0.07669590183038302,66.578,1.8233307448307137,7.264747008353527,0,0.0,Tb927.6.3650,"ADP-ribosylation factor, putative",0.15844908611039796,0.02317002330888694,3.5798868539648367,1.6350735293124894,1.0
Tb927.10.1550,proteasome regulatory non-ATP-ase subunit 5,15,0.27584142314061144,0.0753272507070651,0.1234013359719139,59.133,1.7718299126604535,7.080914958856625,0,0.0,Tb927.10.1550,proteasome regulatory non-ATP-ase subunit 5,0.1581900032731968,0.05896721504203015,2.6172836581171808,1.2293893829978368,1.0
Tb927.3.1680,Eukaryotic translation initiation factor 3 subunit F,11,0.04809665327294402,0.20889177502615322,0.2162375520538233,54.062,1.732892108193951,6.95829624861773,0,0.0,Tb927.3.1680,Eukaryotic translation initiation factor 3 subunit F,0.1577419934509735,0.0452327593409735,2.8751631933343647,1.3445469181128993,1.0
Tb927.8.570,proteasome regulatory non-ATP-ase subunit 10,6,-0.1510896758042176,0.3770682063840611,0.22995700858436255,44.595,1.649286168260619,6.7149915961964,0,0.0,Tb927.8.570,proteasome regulatory non-ATP-ase subunit 10,0.15197851305473534,0.3888690948667487,0.9657256258401592,0.4101965707691491,1.0
Tb927.6.2440,"Mo25-like, putative",10,0.19559957544990353,0.020057652341253476,0.23952024689811735,41.748999999999995,1.6206460774320013,6.564073978977147,0,0.0,Tb927.6.2440,"Mo25-like, putative",0.1517258248964248,0.08638543619623462,2.2630831091072703,1.0635594694742092,1.0
Tb927.10.3780,"hypothetical protein, conserved",9,0.17951105027151046,0.05741561242724302,0.2168583597749604,17.928,1.2535318435270049,6.305308367864144,0,0.0,Tb927.10.3780,"hypothetical protein, conserved",0.15126167415790462,0.03478906235325326,3.1417500406453582,1.4585572763485803,1.0
Tb927.10.11300,"paraflagellar rod component, putative",6,0.21437352443645427,0.12300395405481979,0.11569915343158636,16.828,1.2260325033449588,7.243236537941076,0,0.0,Tb927.10.11300,"paraflagellar rod component, putative",0.15102554397428683,0.008920958444997792,4.757593076370958,2.0495884836269407,1.0
Tb927.8.3150,"T-complex protein 1, gamma subunit, putative",14,0.101246656683439,0.13435238662336282,0.21661006874244174,53.31,1.726808682524964,7.112269768417271,0,0.0,Tb927.8.3150,"T-complex protein 1, gamma subunit, putative",0.15073637068308118,0.011734535024744369,4.395247017883146,1.9305341144325383,1.0
Tb927.10.5340,"40S ribosomal protein S18, putative",11,0.14443799836839158,0.14899916258776436,0.1578198394788626,56.718999999999994,1.753728565293657,7.456047028440957,0,0.0,Tb927.10.5340;Tb927.10.5330;Tb11.v5.1060;Tb11.v5.0243,"40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative",0.15041900014500617,2.7766435631069675e-06,38.297013230764954,5.556479866922802,0.0015604736824661157
Tb927.10.15330,"CYTH domain containing protein, putative",17,0.2035144111307585,0.09841955776554452,0.14899916258776436,75.517,1.8780447287830655,7.160498543522346,0,0.0,Tb927.10.15330;Tb11.v5.0348,"CYTH domain containing protein, putative; hypothetical protein, conserved",0.15031104382802246,0.007742722078367294,4.953345033968551,2.1111063292677477,1.0
Tb927.5.800,"casein kinase I, isoform 2",6,0.3206579643119249,0.05755424645808902,0.07025192182044421,13.235,1.121723945637367,6.4346327661741425,0,0.0,Tb927.5.800;Tb927.5.790,"casein kinase I, isoform 2; casein kinase I isoform 1",0.14948804419681938,0.15591286680126296,1.7450627874296303,0.8071180429240115,1.0
Tb927.11.1420,"hypothetical protein, conserved",12,0.25918208033818735,0.02361021518264534,0.16027483140859297,37.593,1.575106984704446,6.569350496882519,0,0.0,Tb927.11.1420,"hypothetical protein, conserved",0.14768904230980853,0.09661388461533256,2.162538864583309,1.0149604555875322,1.0
Tb927.9.13920,kinetoplastid membrane protein 11-1,6,0.1655582544611737,0.21598915414672054,0.05755424645808902,22.046,1.3433298030776064,7.446521634089079,0,0.0,Tb927.9.13920;Tb927.9.13860;Tb927.9.13820;Tb927.9.13795;Tb927.9.13785,kinetoplastid membrane protein 11-1; kinetoplastid membrane protein 11-2; kinetoplastid membrane protein 11-3; kinetoplastid membrane protein 11-4; kinetoplastid membrane protein 11-5,0.14636721835532776,0.03511546379573208,3.1320585221844004,1.4545015911634858,1.0
Tb927.11.14100,Double RNA-binding domain containing protein 4,8,0.2237932162430325,0.24719838857586487,-0.03291994935656651,29.596999999999998,1.471247692495605,7.036189588754199,0,0.0,Tb927.11.14100,Double RNA-binding domain containing protein 4,0.14602388515411027,0.17897521643290054,1.627430235094168,0.7472071037219313,1.0
Tb927.8.980,phosphoacetylglucosamine mutase,8,0.29807173493399536,0.05074546358139898,0.08922694207039553,22.448,1.3511776536842848,6.447483630119362,0,0.0,Tb927.8.980,phosphoacetylglucosamine mutase,0.14601471352859663,0.13018658413506348,1.9003480065694764,0.885433767966842,1.0
Tb927.8.1110,"40S ribosomal protein S9, putative",12,0.0978804340519131,0.006621180122379962,0.32550154933449965,24.698,1.3926617862907893,7.4128467885119615,0,0.0,Tb927.8.1110;Tb927.10.5610,"40S ribosomal protein S9, putative; 40S ribosomal protein S9, putative",0.14333438783626423,0.205145431466134,1.5116970374204353,0.6879381502112815,1.0
Tb927.11.9470,"ADP-ribosylation factor GTPase activating protein, putative",6,0.1436546345260377,0.22193893162862377,0.05880135361618622,69.742,1.8434943975353602,6.738717153201842,0,0.0,Tb927.11.9470,"ADP-ribosylation factor GTPase activating protein, putative",0.1414649732569492,0.039820517468833784,3.0030890180746215,1.399893100601958,1.0
Tb927.10.14140,pyruvate kinase 1,24,0.10996225339881809,0.15574923267794485,0.15833702716710038,230.76,2.3631605302861045,8.157849480452901,0,0.0,Tb927.10.14140;Tb11.v5.0605,"pyruvate kinase 1; pyruvate kinase 1, putative",0.1413495044146211,0.0008450502177818305,8.996623333582644,3.0731174819881635,0.47491822239338877
Tb927.10.7740,protein transport protein SEC23,11,0.06543444594863314,0.13986236801564095,0.21462220064854812,65.811,1.8182984899670271,6.718194335472649,0,0.0,Tb927.10.7740,protein transport protein SEC23,0.13997300487094075,0.031371737016299826,3.2501347930693987,1.5034614342602042,1.0
Tb927.9.3990,"ribosomal protein S7, putative",9,0.0972062459743658,0.13999330190336454,0.17171923908784795,42.335,1.6266995641076734,7.54435334413586,0,0.0,Tb927.9.3990;Tb927.9.3920,"ribosomal protein S7, putative; ribosomal protein S7, putative",0.1363062623218594,0.00321853350476199,6.313718705765836,2.492341965529105,1.0
Tb927.11.3240,"T-complex protein 1, zeta subunit, putative",20,0.00604663011841478,0.11196608960349229,0.28971644848629924,103.92,2.0166991380649715,7.648603928135281,0,0.0,Tb927.11.3240,"T-complex protein 1, zeta subunit, putative",0.13590972273606877,0.17588552717420833,1.6422366187602153,0.7547698952041259,1.0
Tb927.7.5920,"mercaptopyruvate sulfurtransferase, putative",7,0.25954367314869103,0.17657809430131693,-0.03169539463646007,21.043000000000003,1.323107655185521,6.659326604019716,0,0.0,Tb927.7.5920,"mercaptopyruvate sulfurtransferase, putative",0.13480879093784928,0.19465229629651845,1.5561691636943198,0.7107404685806797,1.0
Tb927.7.5020,"60S ribosomal protein L19, putative",7,0.15510155812570256,0.11343380260404853,0.13185284596466235,18.6,1.2695129442179163,7.305781151254982,0,0.0,Tb927.7.5020;Tb927.7.5000;Tb11.v5.0182;Tb11.v5.0181,"60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative",0.13346273556480448,0.0003785899423254709,11.070831947589614,3.4218309277482617,0.21276754758691463
Tb927.5.4420,"nucleolar RNA helicase II, putative",13,0.007339046008161997,0.1918152897068982,0.2005043534465213,38.638000000000005,1.5870146381512302,6.784610161302044,0,0.0,Tb927.5.4420;Tb05.5K5.70,"nucleolar RNA helicase II, putative; nucleolar RNA helicase II, putative",0.13321956305386048,0.10192313785530799,2.114924561229603,0.991727214401701,1.0
Tb927.9.4680,Eukaryotic initiation factor 4A-1,9,0.08963373610689557,0.09125976619267828,0.21785109681113138,86.28200000000001,1.9359202034089134,7.1539367544609345,0,0.0,Tb927.9.4680,Eukaryotic initiation factor 4A-1,0.13291486637023509,0.03520000795282365,3.129565500922597,1.4534572384006463,1.0
Tb927.11.14230,"Vps23 core domain containing protein, putative",5,0.15600822110712773,0.11036324336041808,0.1307991108381943,31.41,1.4970679363985049,6.563469219262854,0,0.0,Tb927.11.14230,"Vps23 core domain containing protein, putative",0.13239019176858002,0.0005557091738958546,10.029131632752126,3.2551524336276842,0.31230855572947025
Tb927.11.9710,"60S ribosomal protein L10a, putative",10,0.1257833316273236,0.1585955515008968,0.11209957977623511,76.089,1.8813218764210173,7.251638220448212,0,0.0,Tb927.11.9710;Tb927.10.13500,"60S ribosomal protein L10a, putative; 60S ribosomal protein L10a",0.13215948763481852,0.0006634669787736976,9.57979004008298,3.178180687408803,0.3728684420708181
Tb927.9.5690,"60S acidic ribosomal protein, putative",5,0.2258918616903405,0.16671544496642232,0.0010095332331987292,46.77,1.6699673699085043,6.427599698924868,1,0.0,Tb927.9.5690,"60S acidic ribosomal protein, putative",0.13120561329665384,0.12302750170575086,1.9495019044285642,0.9099977950322976,1.0
Tb927.10.2730,"START domain containing protein, putative",5,0.107553970289646,0.23780842954562034,0.037030730944967026,10.92,1.0382226383687185,6.096771016533225,0,0.0,Tb927.10.2730,"START domain containing protein, putative",0.12746437692674445,0.09608328304008187,2.167456519155553,1.0173521660773384,1.0
Tb927.11.13250,"eukaryotic translation initiation factor 2 gamma, putative",8,0.24829193773910016,-0.06700153264499287,0.19748800240598138,21.455,1.3315285188686907,6.510545010206612,0,0.0,Tb927.11.13250,"eukaryotic translation initiation factor 2 gamma, putative",0.12625946916669623,0.2660032030605264,1.291827479310293,0.5751131338082693,1.0
Tb927.11.6870,14-3-3 protein 2,10,0.0023064673831690087,0.22811063440518137,0.14208662961752688,35.019,1.5443037402430673,6.966723532222728,0,0.0,Tb927.11.6870,14-3-3 protein 2,0.12416791046862574,0.13218642850568305,1.8871396050430274,0.8788131312925157,1.0
Tb927.5.2960,"phosphoribosylpyrophosphate synthetase, putative",3,0.2130050385450477,0.10326262660608464,0.05588975819628299,7.4461,0.8719288644309315,6.1325478424655815,0,0.0,Tb927.5.2960,"phosphoribosylpyrophosphate synthetase, putative",0.12405247444913846,0.05603862629794024,2.666004613237094,1.2515125193273147,1.0
Tb927.11.13190,"elongation factor 1 gamma, putative",13,0.18561286234235091,0.101246656683439,0.08406426478847456,50.718999999999994,1.7051706822008992,7.171580201932064,1,0.0,Tb927.11.13190;Tb927.11.13090,"elongation factor 1 gamma, putative; elongation factor 1 gamma, putative",0.1236412612714215,0.01695846819189848,3.940092775746243,1.770613378839341,1.0
Tb927.11.2060,"60S acidic ribosomal protein P0, putative",10,0.09639680418715713,0.14221736180382347,0.12789736448606356,77.7,1.8904210188009143,8.08810063464266,0,0.0,Tb927.11.2060;Tb927.11.2050,"60S acidic ribosomal protein P0, putative; 60S acidic ribosomal protein P0, putative",0.12217051015901471,0.0008341129326315655,9.027170696229458,3.0787751451676155,0.46877146813893983
Tb927.11.1890,"Serine-threonine kinase receptor-associated protein, putative",8,0.1302719545188591,-0.016424446619607402,0.24902051028596492,60.506,1.7817984430440124,6.765743041421044,0,0.0,Tb927.11.1890,"Serine-threonine kinase receptor-associated protein, putative",0.12095600606173888,0.1902445900033649,1.575588056059445,0.7206876844396093,1.0
Tb927.11.715,"dynein light chain LC8, putative",4,0.0958569239148305,0.045163351603224475,0.2215677885384093,19.886,1.298547435078706,6.546345212016715,0,0.0,Tb927.11.715;Tb927.11.18680;Tb11.0845,"dynein light chain LC8, putative; dynein light chain LC8, putative; dynein light chain LC8, putative",0.12086268801882143,0.08248816292217756,2.3049569559078122,1.0836083683763067,1.0
Tb927.9.1850,"60S ribosomal protein L35, putative",3,0.11169907219742026,0.1147667926655143,0.1331689334860438,9.5325,0.9792068139457083,6.421225399340183,0,0.0,Tb927.9.1850;Tb927.9.1810,"60S ribosomal protein L35, putative; 60S ribosomal protein L35, putative",0.11987826611632613,5.74837704851312e-05,17.881386865262826,4.240454753286911,0.032305879012643736
Tb927.3.1370,"40S ribosomal protein S25, putative",3,0.09274868553952377,0.09356017616233782,0.17325538302097232,6.0908,0.784674339064312,6.756027212973441,0,0.0,Tb927.3.1370;Tb927.10.2840,"40S ribosomal protein S25, putative; ribosomal protein S25, putative",0.11985474824094462,0.010916561929866276,4.488715763665092,1.961914117124624,1.0
Tb927.11.8180,"hypothetical protein, conserved",7,0.17555653643184002,0.2586998155699026,-0.0776955712103935,45.758,1.6604670339679712,6.522131115625487,0,0.0,Tb927.11.8180,"hypothetical protein, conserved",0.11885359359711638,0.3052104794752807,1.1748717105407307,0.5154005588555783,1.0
Tb927.11.6600,"conserved protein, unknown function",7,0.10929368902294001,0.013069150019521303,0.2251515118412731,14.765,1.1692334513010973,6.773047369618162,0,0.0,Tb927.11.6600,"conserved protein, unknown function",0.1158381169612448,0.1318456726520079,1.889374866056164,0.8799341197514355,1.0
Tb927.11.3600,"40S ribosomal protein S4, putative",18,0.10715219863491048,0.1079556300873933,0.12247394117564454,73.793,1.868015166625768,7.885474302829158,0,0.0,Tb927.11.3600;Tb927.11.3590;Tb11.v5.1059,"40S ribosomal protein S4, putative; 40S ribosomal protein S4, putative; 40S ribosomal protein S4, putative",0.11252725663264944,2.2696244173800612e-05,22.601519757083956,4.644046004901497,0.012755289225675944
Tb927.10.9890,"hypothetical protein, conserved",14,0.08841300972672499,0.2479275134435855,-0.0013712117175859403,116.98,2.0681116170273035,6.938029115687809,0,0.0,Tb927.10.9890;Tb11.v5.0458,"hypothetical protein, conserved; hypothetical protein, conserved",0.11165643715090819,0.20036406212959623,1.5316659285548113,0.6981801721183526,1.0
Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative",11,0.1290851480566105,0.056722242374540224,0.1473066987802935,68.612,1.8364000789431467,6.851747419133264,0,0.0,Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative",0.11103802973714809,0.015943416092248922,4.014011480041805,1.797418619510645,1.0
Tb927.9.7110,"GRAM domain containing protein, putative",14,0.07573798239407814,0.2093909774674277,0.03153635326805325,74.422,1.8717013369740474,8.058805486675906,0,0.0,Tb927.9.7110,"GRAM domain containing protein, putative",0.10555510437651972,0.11957103635743423,1.9743597410683353,0.9223740065808175,1.0
Tb927.10.8190,"T-complex protein 1, theta subunit, putative",12,-0.14833689830270347,0.3127813279033618,0.15172895534333664,35.33,1.5481436374348454,6.652091553696364,0,0.0,Tb927.10.8190,"T-complex protein 1, theta subunit, putative",0.105391128314665,0.47895981915866365,0.7800126317909328,0.31970091883934104,1.0
Tb927.8.4580,Basal body protein,9,0.30427738806567517,-0.023959036088553827,0.03491998434915955,49.518,1.6947630954929895,6.898264321791327,0,0.0,Tb927.8.4580,Basal body protein,0.10507944544209363,0.3570734457545336,1.03999047234613,0.44724244549771464,1.0
Tb927.3.1970,"DNA / pantothenate metabolism flavoprotein, putative",11,0.06653700239579126,0.10996225339881809,0.13592881552640673,88.307,1.9459951309940913,7.1853721433110405,0,0.0,Tb927.3.1970;REV__Tb927.8.5480,"DNA / pantothenate metabolism flavoprotein, putative; none",0.10414269044033869,0.0067682842907199415,5.144900866424083,2.1695214077559863,1.0
Tb927.6.1080,"hydroxyacylglutathione hydrolase, putative",11,0.15354595185667388,0.06322680199698132,0.09423606984576555,60.596000000000004,1.7824439569177262,7.468495024507069,0,0.0,Tb927.6.1080,"hydroxyacylglutathione hydrolase, putative",0.1036696078998069,0.017355171046539036,3.9126355756516955,1.7605711017158772,1.0
Tb927.11.6200,"60S ribosomal protein L28, putative",7,0.04893364519792244,0.2260152164029879,0.033792988849303096,26.141,1.4173221970997294,6.924191384235892,0,0.0,Tb927.11.6200;Tb927.11.6180,"60S ribosomal protein L28, putative; 60S ribosomal protein L28, putative",0.10291395015007115,0.17067718605930474,1.667821303896546,0.7678245259310198,1.0
Tb927.9.11540,"hypothetical protein, conserved",7,0.05074546358139898,0.12485746725576015,0.13290581201150653,34.999,1.5440556357592405,6.504443675760434,0,0.0,Tb927.9.11540,"hypothetical protein, conserved",0.1028362476162219,0.017063753982698486,3.9327309705540197,1.767925418970179,1.0
Tb927.10.14530,19S proteasome non-atpase subunit 8,6,0.07901963303483801,0.21859520155085696,0.008056554871058458,40.66,1.6091673743020198,6.507842384080124,0,0.0,Tb927.10.14530,19S proteasome non-atpase subunit 8,0.10189046315225114,0.1747908853604461,1.647547486896564,0.7574812178164286,1.0
Tb927.10.1090,"40S ribosomal protein S23, putative",3,0.05769286716834593,0.12326888749434657,0.12247394117564454,10.867,1.0361096670605796,6.655090390729038,0,0.0,Tb927.10.1090;Tb927.10.1080,"40S ribosomal protein S23, putative; 40S ribosomal protein S23, putative",0.10114523194611234,0.009624033674935138,4.655193833864704,2.016642866049246,1.0
Tb927.11.2490,"Unc104-like kinesin, putative",7,0.0862402758207441,0.12128069979272926,0.09031147137603657,27.677,1.4421190137451594,6.138523737279158,0,0.0,Tb927.11.2490,"Unc104-like kinesin, putative",0.09927748232983664,0.0008536841090404932,8.972853421954817,3.0687028027065435,0.4797704692807572
Tb927.10.13780,glycogen synthase kinase 3,15,0.18142064028014193,0.0897693086335084,0.02446153014099581,91.338,1.9606514977628435,7.358182400479401,0,0.0,Tb927.10.13780;Tb11.v5.0718,"glycogen synthase kinase 3; protein kinase, putative",0.09855049301821539,0.09636108065077387,2.1648781123076315,1.0160983382083941,1.0
Tb927.11.4300,"60S ribosomal protein L18, putative",8,0.07819991992137154,0.13986236801564095,0.07669590183038302,26.858,1.4290736694904385,7.18791535464999,0,0.0,Tb927.11.4300;Tb927.10.9880,"60S ribosomal protein L18, putative; 60S ribosomal protein L18, putative",0.09825272992246518,0.009160968844355064,4.721566754381851,2.0380585938532296,1.0
Tb927.10.15360,"hypothetical protein, conserved",8,0.21424917025451382,-0.1197925139975139,0.2002532315936873,32.646,1.5138299762895482,6.420747654769476,1,0.0,Tb927.10.15360,"hypothetical protein, conserved",0.0982366292835624,0.41876210343211123,0.9005147599555432,0.3780326274110651,1.0
Tb927.3.1300,"hypothetical protein, conserved",10,-0.001761162477572219,0.1118325870779828,0.18332770604480073,34.493,1.53773096841162,6.683200185635447,0,0.0,Tb927.3.1300,"hypothetical protein, conserved",0.09779971021507043,0.1437385237891373,1.81482680760105,0.8424268197097143,1.0
Tb927.11.7380,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",34,0.08515268056313831,0.022758397578157615,0.18002052146631284,213.83,2.330068635954388,8.050070264367438,1,0.0,Tb927.11.7380,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",0.09597719986920293,0.10373781131782744,2.0992779485303683,0.9840629190821425,1.0
Tb927.10.190,"40S ribosomal protein S6, putative",6,0.09868904409132834,0.034779158048019,0.1536756497972376,60.06,1.7785853278629622,7.5635760027769114,0,0.0,Tb927.10.190;REV__Tb927.3.5050,"40S ribosomal protein S6, putative; none",0.095714617312195,0.049510208666885845,2.7860732420288885,1.3053052432769565,1.0
Tb927.7.2550,proteasome regulatory ATPase subunit 5,12,0.1804025068286491,0.06901467791518076,0.03407482027057225,41.235,1.6152659988991498,6.891163770244945,0,0.0,Tb927.7.2550,proteasome regulatory ATPase subunit 5,0.09449733500480072,0.09888993512375437,2.141779679077593,1.004847908025168,1.0
Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",14,0.0966666685801791,0.22366967138824592,-0.03788783093326638,34.666,1.5399037326818512,6.848521640750647,1,0.0,Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",0.09414950301171955,0.2805087757521535,1.2467550825678537,0.5520535472380647,1.0
Tb927.3.3610,"peroxisomal targeting signal 2 receptor, putative",10,-0.01881954350628781,0.1549719883163839,0.14143279092929553,45.148999999999994,1.654648135617599,6.747264169285308,0,0.0,Tb927.3.3610,"peroxisomal targeting signal 2 receptor, putative",0.09252841191313055,0.17267982865723303,1.6578884712693667,0.7627583909472915,1.0
Tb927.10.3030,proteasome regulatory non-ATPase subunit 11,9,0.1048733767260183,0.15432396466047715,0.01820685665331186,69.168,1.8399052181895765,7.05545478494124,0,0.0,Tb927.10.3030;Tb927.10.2980,proteasome regulatory non-ATPase subunit 11; proteasome regulatory non-ATPase subunit 11,0.09246806601326911,0.08073935092196023,2.32447644096645,1.0929147462824556,1.0
