Gene_id,E1,C1,E2,C2,mean_E,mean_C,log10Sum,log2FC,desc,Log10signal_Q,t,prob,-log10pvalue
Tb927.11.2950,422035.2270889873,33801.51598498471,155862.99415342207,299973.74892055,288949.1106212047,166887.63245276734,5.959839324562597,0.7919383845245007,Nucleoporin NUP89,28,0.6485312008893863,0.5831593988010146,0.2342127204419491
Tb927.9.9210,19821460.470790442,153095372.06722492,94609568.76148114,78307263.77653424,57215514.61613579,115701317.92187959,8.538867267263852,-1.015926990086538,"60S ribosomal protein L37, putative",48,-1.1059434197717721,0.3839793253198732,0.4156921588127198
Tb927.11.3030,1394374.1173002229,5253628.19299295,1747012.3914481841,4900989.918844989,1570693.2543742035,5077309.055918969,7.123721157364735,-1.6926626199324664,"phosphoribosylpyrophosphate synthetase, putative",42,-14.062862678642903,0.005018496951787111,2.299426335302654
Tb927.11.3070,2230.7434050631355,378819.3992225938,379370.7423944531,1679.400233203871,190800.7428997581,190249.39972789885,5.882012124183785,0.004174886850660775,"ribosome assembly protein RRB1, putative",27,0.0020674470839861345,0.9985380957093363,0.0006353614985951778
Tb927.11.3100,180301.90813600176,1156479.8558767051,135000.81206169582,1201780.9519510113,157651.3600988488,1179130.4039138583,6.427090508070955,-2.9029137578470197,Present in the outer mitochondrial membrane proteome 13,34,-31.888621747111145,0.0009819479172871047,3.0079115466679043
Tb927.11.3120,124284.41244734218,2437401.035630792,919727.7812386312,1641957.666839503,522006.0968429867,2039679.3512351476,6.709555796892039,-1.9662038082961721,nucleolar GTP-binding protein 1,37,-2.6982613518718805,0.11428163357876721,0.9420235602986248
Tb927.11.3220,11076565.893971186,1108173.9604687411,6502013.334324144,5682726.520115783,8789289.614147665,3395450.2402922623,7.386846257047893,1.372143675603453,metacaspase,44,1.6674944043832058,0.23734869706176648,0.6246131480216196
Tb927.2.6090,17256986.835936908,198396466.30381092,102489424.25015369,113164028.88959415,59873205.5430453,155780247.59670255,8.634786412319524,-1.379529898526665,60S ribosomal protein L44,48,-1.5913312315616737,0.2525199932505802,0.597704230952619
Tb927.11.3240,55978650.66338278,42193082.30345956,60097571.492937505,38074161.47390484,58038111.078160144,40133621.8886822,8.293016453066777,0.5321892067963239,"T-complex protein 1, zeta subunit, putative",48,6.147428534541531,0.0254553765111588,1.5942204749177706
Tb927.11.3250,24654.126442441247,580360.2095620328,315646.6381707365,289367.6978337376,170150.38230658887,434863.9536978852,6.082795661182352,-1.3537537344813215,"dynein heavy chain, putative",29,-1.2864988194450093,0.32708378209308653,0.4853409891128478
Tb927.11.3260,6831.172642546196,21285.372092334506,13726.398715260244,14390.146019620457,10278.78567890322,17837.759055977484,4.749991944487721,-0.7952645453060976,"mitochondrial DNA polymerase I protein D, putative",5,-1.5503483939095648,0.26120091080464136,0.5830253130143443
Tb927.11.3280,9976.55720578714,3809381.65731845,900922.9639650263,2918435.250559211,455449.76058540674,3363908.4539388306,6.883020388076463,-2.8847746161616215,"Kinesin-13 5, putative",39,-4.616643266685119,0.04385544556288836,1.3579764722847896
Tb927.11.3290,21311.98046814952,86539.64543111634,13588.938674802837,94262.68722446302,17450.459571476178,90401.16632778969,5.333856692286196,-2.373076354528736,"hypothetical protein, conserved",20,-13.358451454757006,0.005557197025013739,2.255144205453347
Tb927.11.3300,1198717.3870887053,1245974.4337203242,1939565.399621087,505126.4211879424,1569141.393354896,875550.4274541333,6.68925411517363,0.8417131792017198,Spindle assembly abnormal 4,37,1.324004025283715,0.3165593676792331,0.4995448302353763
Tb927.11.3320,7619.688753275684,689209.645608075,451923.189566137,244906.14479521362,229771.43915970632,467057.8952016443,6.144156420503871,-1.023401912934015,"ras-like small GTPase, putative",30,-0.7552803965938096,0.5289101348801318,0.27661811102914347
Tb927.11.3340,275515.9756112812,1648130.7191591405,1922671.8521881157,974.842582306288,1099093.9138996985,824552.7808707234,6.585155306296461,0.41463091419813486,"RNA-binding protein 34, putative",36,0.23571527095889985,0.8355921832924886,0.07800563136384155
Tb927.11.3350,71267.76452243429,4493.225586160288,45784.09430781435,29976.895800780236,58525.929415124316,17235.060693470263,5.180475637423313,1.7637295609106254,"phospholipid-transporting ATPase 1-like protein, putative",16,2.291432358704343,0.14902225206653355,0.826748877707471
Tb927.11.3380,5793.299377090222,700621.9326413565,269464.01771028666,436951.21430816,137628.65854368845,568786.5734747583,6.150090050772338,-2.0471064946823474,"Ran-binding protein 1, putative",30,-2.312541091686539,0.14688136834600843,0.8330332902390154
Tb927.11.3390,4347.210976956249,71645.28358740859,11936.41520694434,64056.079357420494,8141.813091950295,67850.68147241454,5.181800696757381,-3.0589412980739326,"Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative",16,-11.126475042526966,0.007981072496475056,2.0979387442377586
Tb927.11.3440,3242.615771780795,1554989.2758953501,1084225.934522937,474005.9571441938,543734.2751473589,1014497.616519772,6.493662084287708,-0.8997917969312775,"hypothetical protein, conserved",34,-0.615883603834039,0.6007242915765727,0.22132480606769464
Tb927.11.3480,823272.1690479603,10421.485412955188,425329.09017583006,408364.5642850854,624300.6296118952,209393.0248490203,6.2220364916037445,1.5760275357222413,"Sin-like protein conserved region, putative",31,1.4745022415025786,0.27829277269638975,0.5554980722100961
Tb927.11.3490,2180650.048625119,7383518.591927323,5678106.156542332,3886062.4840101115,3929378.1025837255,5634790.5379687175,7.281677220888526,-0.5200609849644232,"hypothetical protein, conserved",43,-0.689591897980232,0.5617141591528444,0.25048462870629323
Tb927.11.3500,78997.07456339321,342986.4904461935,335578.48780932254,86405.07720026422,207287.78118635787,214695.78382322885,5.926325532491439,-0.050658782301284205,"Dpy-30 motif containing protein, putative",27,-0.04083108619063155,0.9711400882153122,0.01271811803165775
Tb927.11.3510,140059.22092248706,2506413.3719399935,993936.5249650931,1652536.0678973875,566997.87294379,2079474.7199186906,6.7236973964170295,-1.8748039181994527,"hypothetical protein, conserved",37,-2.505003072034425,0.12919041300056,0.8887697133954013
Tb927.11.3520,428697.76616306335,3649259.9955573203,2944190.4208434504,1133767.3408769341,1686444.0935032568,2391513.668217127,6.911472718835685,-0.5039395437226042,"Acyl CoA binding protein, putative",39,-0.39639112168414486,0.7301103874514905,0.13661147270594268
Tb927.11.3550,8124.88054260612,2840569.3156669294,1320664.288700171,1528029.9075093644,664394.5846213886,2184299.611588147,6.755675826431389,-1.7170585392298936,"XPA-interacting protein, putative",38,-1.6376424885197807,0.2431509209674711,0.6141240811427574
Tb927.11.3570,957791.816553698,7866713.552821257,4849049.6790179545,3975455.690357001,2903420.747785826,5921084.621589129,7.246720367358818,-1.028107817728656,"metallo-peptidase, Clan MA(E) Family M1",43,-1.0967202194905077,0.38718235272854584,0.41208444549399187
Tb927.11.3660,774.0276631921971,1349783.2039765115,6427.373659915606,1344129.8579797882,3600.7006615539017,1346956.5309781497,6.431542988377504,-8.547209909129332,"dynein light chain Tctex-type, putative",34,-336.0473665379426,8.855095282831839e-06,5.052806761341727
Tb927.11.370,31097.455451291138,47481.22164144789,58457.53697432472,20121.140118414296,44777.49621280793,33801.1808799311,5.196334708658988,0.40570021096722814,repressor activator protein 1,17,0.5673540846568739,0.6276654788522211,0.2022717565751389
Tb927.11.3730,148302.5877405149,192758.59722965676,263175.0746675134,77886.11030265821,205738.83120401416,135322.3537661575,5.83386229228492,0.6044139378530953,"leucyl-tRNA synthetase, putative",26,0.8669085180548196,0.4773798933588289,0.32113587688184564
Tb927.11.3740,43823131.07543192,23327035.188380677,30919765.30375903,36230400.96005357,37371448.189595476,29778718.074217126,8.12807708798319,0.32765482144751795,proteasome regulatory ATPase subunit 2,47,0.8321659708492146,0.49285507929998174,0.3072807633043306
Tb927.11.3760,30432.009154657404,122178.23082738862,105644.71034420765,46965.529637838365,68038.35974943252,84571.88023261349,5.484613670950562,-0.3138296921891217,hypothetical protein,22,-0.310877398780839,0.7853026306384226,0.10496294772807047
Tb927.11.3770,520995.7199834269,1128910.4724107222,1644208.6484710942,5697.543923055011,1082602.1842272605,567304.0081668886,6.518489248190781,0.9323092416932722,"Dpy-30 motif containing protein, putative",35,0.6488009982505275,0.5830161344896115,0.23431942633387168
Tb927.11.3790,1513682.596805924,5031961.6087465985,6543140.345113232,2503.860439289968,4028411.4709595777,2517232.7345929444,7.116982390805737,0.6783724417333911,"hypothetical protein, conserved",42,0.42492244116352135,0.7122431049266323,0.14737174638025158
Tb927.11.3830,4188.502757265491,1406965.2206896408,524621.6298370882,886532.0936098179,264405.0662971768,1146748.6571497293,6.450604321685015,-2.116727492139676,"hypothetical protein, conserved",34,-2.397661117112687,0.1386668390005437,0.8580273843553813
Tb927.11.3850,28743.81435798419,139762.12126232352,46717.134694520966,121788.80092578672,37730.474526252576,130775.46109405512,5.527645199160621,-1.7932897069737517,"AMP deaminase, putative",23,-7.321155994060669,0.01815055108741975,1.7411101843693524
Tb927.11.3870,499.92038464185885,35796.647614229936,28612.84751258206,7683.720486289739,14556.38394861196,21740.18405025984,4.860895558176229,-0.5787121438782425,"katanin, putative",7,-0.3613792148676913,0.752421615537364,0.12353873654835029
Tb927.11.3880,507.19760076988126,27391.16794402491,19645.157949969653,8253.207594825142,10076.177775369766,17822.187769425025,4.746608756082047,-0.8227259652346038,"actin, putative",5,-0.572397067816505,0.6248200308097647,0.2042450560662483
Tb927.11.3890,228383.25999283488,50917.17973451513,276912.2778927269,2388.1618346231144,252647.76894278088,26652.67078456912,5.747101615113684,3.2447754264978887,"N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative",25,6.58586030948492,0.02228763826594675,1.651935949573114
Tb927.11.3940,700.0206638521767,23182.958411665008,16993.2985580241,6889.680517493085,8846.659610938139,15036.319464579046,4.67911849380654,-0.7652467532459774,"hypothetical protein, conserved",3,-0.5372461556447368,0.6448717692948978,0.1905266348595357
Tb927.11.3970,475123.166584901,2314319.385397465,1949526.635879735,839915.9161026307,1212324.901232318,1577117.6507500478,6.746547417293514,-0.37951389644655376,"hypothetical protein, conserved",38,-0.34990073244339476,0.7598248280532746,0.11928651953312266
Tb927.11.4000,16301.28966273854,1171.126113476001,13076.679239391558,4395.736536822982,14688.98445106505,2783.4313251494914,4.543382951347922,2.399798262537441,"hypothetical protein, conserved",2,5.221404290055987,0.03477751058751559,1.4587015084977333
Tb927.11.4010,4519.280634786079,132261.96566056454,6066.894122306837,130714.35217304376,5293.087378546457,131488.15891680415,5.437056552194548,-4.634679603900238,"hypothetical protein, conserved",22,-115.31741168781461,7.519020064519179e-05,4.123838756257184
Tb927.11.4030,10347.756398132036,606818.2305786073,164652.53076979888,452513.4562069404,87500.14358396546,529665.8433927739,6.091431979037994,-2.5977251869746576,"hypothetical protein, conserved",29,-4.052478168819557,0.055840284310295335,1.2530523791728954
Tb927.11.4040,178.7830479117157,55143.19620083143,30395.291211036823,24926.688037706328,15287.037129474269,40034.942119268875,5.043927705088072,-1.3889509038324168,"hypothetical protein, conserved",12,-1.1582682779871747,0.36637416045164284,0.43607516374050653
Tb927.11.4130,2066384.0459961924,3139744.1029268345,3607249.7386719487,1598878.410251078,2836816.8923340705,2369311.2565889563,7.017544849734001,0.25980529418187376,"ubiquitin-like protein, putative",41,0.42907880531007614,0.7096646304272806,0.14894683939989026
Tb927.11.4160,300516.074137671,516616.75956407894,531364.0434379245,285768.7902638255,415940.0587877977,401192.7749139522,6.213322657159002,0.05208001158028171,predicted C2 domain protein,31,0.09034434621962,0.9362468575856983,0.02860962695387246
Tb927.11.4170,30833.9481410104,390.55718268749524,22741.460451352214,8483.044872345688,26787.704296181306,4436.801027516592,4.795525562425444,2.593979186928538,"kinetoplastid-specific dual specificity phosphatase, putative",6,3.905962139952279,0.05973306284300357,1.2237852160128126
Tb927.11.4180,2624542.4578535478,2787557.975613571,3057551.340198861,2354549.0932682576,2841046.8990262044,2571053.534440914,7.034395842956871,0.14406299697775987,"PSP1 C-terminal conserved region, putative",41,0.8818024144889551,0.47089928622734156,0.3270719678451557
Tb927.11.4190,6544.4989451140045,1330897.2170743314,522645.5058520497,814796.2101673956,264595.0023985818,1072846.7136208634,6.42730486077768,-2.0195862434472707,"Metallopeptidase family M24, putative",34,-2.214761289988973,0.1571703349218007,0.8036294213724758
Tb927.11.4210,1719588.3456641783,8716827.397860518,6846018.233082306,3590397.5104423906,4282803.289373242,6153612.454151454,7.319581366927957,-0.5228781723582626,"U-box domain containing protein, putative",44,-0.5160947777584296,0.6571804279268226,0.18231537915351992
Tb927.11.4290,2845.752500810475,1312598.5475982942,1314116.715651656,1327.5844474484707,658481.2340762332,656963.0660228713,6.4201024591296125,0.0033300604124528966,40S ribosomal protein S12,34,0.001637353309393021,0.9988422171477122,0.000503110006292378
Tb927.11.4320,607165.8892226028,4529912.526532359,4393462.71631703,743615.6994379326,2500314.3027698165,2636764.112985146,7.011746190796485,-0.07665905162356511,"Uncharacterized ACR, COG1678, putative",41,-0.05096514642192942,0.9639855781530481,0.015929463374556734
Tb927.11.435,68591.33980880403,129.27090503242198,46328.41817160435,22392.1925422321,57459.87899020419,11260.731723632261,5.13811700604,2.351254377623217,hypothetical protein,15,2.9347208645466933,0.09914233713138881,1.0037408474713967
Tb927.11.4380,105562.0928944545,948762.2264726054,353114.74202615314,701209.5773409068,229338.4174603038,824985.9019067561,6.3240042198667945,-1.8468914183259553,"ATP-dependent RNA helicase, putative",32,-3.402802409314738,0.07657461269424563,1.1159151911283411
Tb927.11.4400,10610.141651737904,46025.80325303979,56262.31542249633,373.6294822813604,33436.22853711712,23199.716367660574,5.054122146268644,0.5273049592644274,"hypothetical protein, conserved",12,0.31710679132469655,0.7812045244617782,0.10723525009604483
Tb927.11.4420,16155.159091858057,1575936.3341815975,1036896.7676463142,555194.7256271413,526525.9633690862,1065565.5299043693,6.5029980175342486,-1.0170427399428628,"hypothetical protein, conserved",35,-0.7468266790157427,0.5330280763078847,0.27324991467990345
Tb927.11.4450,384509.48074129934,28641496.856134,10211595.17947383,18814411.15740147,5298052.330107565,23727954.006767735,7.763817281403639,-2.163053707722273,ALBA-Domain Protein,46,-2.652242760811284,0.11760342134564859,0.929580043481632
Tb927.11.4460,5581.1342745728025,15089993.061400363,7033061.11486286,8062513.080812073,3519321.1245687166,11576253.071106218,7.479879632749524,-1.7177993008106796,ALBA-Domain Protein,44,-1.621380987407175,0.24638889707231879,0.6083788665111345
Tb927.11.4480,12995.133341391322,67285.34347353589,55166.510987696,25113.965827231215,34080.82216454366,46199.654650383556,5.205639938919848,-0.43892192780394423,Flagellar radial spoke protein 4/6,17,-0.4064040166139612,0.7238070617457916,0.1403771840597219
Tb927.11.4540,379212.5847662606,13818.028821018703,63651.407273078745,329379.2063142006,221431.99601966966,171598.61756760965,5.895456375032334,0.36782577047937076,Nucleoporin NUP48,27,0.2233324144168436,0.8440132100456805,0.07365075597499911
Tb927.11.4570,2605.42357736661,973237.4564077134,537858.8748483327,437984.00513674715,270232.1492128497,705610.7307722303,6.290409893403897,-1.3846731805802346,Ras-related protein Rab5B,32,-1.1503303590962486,0.3689839208546706,0.4329925586003932
Tb927.11.4650,4876.5957839092125,2372095.4795974977,1025436.9647417628,1351535.1106396439,515156.780262836,1861815.2951185708,6.677054075339574,-1.853626487829992,"Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13",37,-1.8660951311865406,0.20301170350742273,0.6924789245391001
Tb927.11.4690,10793.628503579821,191923.15791509734,34672.62984317811,168044.15657549902,22733.129173378966,179983.65724529818,5.607919708575793,-2.984997726626155,mitochondrial DNA polymerase I protein B,24,-9.313028896265402,0.011334057364202335,1.9456145936273366
Tb927.11.4700,203.6516642755504,89157.80057449115,69417.20781008233,19944.24442868438,34810.429737178936,54551.022501587766,5.2521802136739275,-0.6480866142624342,prostaglandin f synthase,18,-0.40335182255192503,0.7257247514955368,0.13922806466185214
Tb927.11.4800,5397899.997717843,8682772.87153201,12666374.88790013,1414297.9813497255,9032137.442808988,5048535.426440868,7.449653404477173,0.8392025152870545,"clathrin coat assembly protein, putative",44,0.7750819922696764,0.5193840622087486,0.28451138123923925
Tb927.11.4810,26176.399323222086,25584.599063612484,34143.54426771299,17617.454119121583,30159.971795467536,21601.026591367034,5.015032640251042,0.4815352011780654,"hypothetical protein, conserved",11,1.5192614759214151,0.26804085073456363,0.5717990123271532
Tb927.11.4860,3733832.2829159554,4549276.457865585,4348042.469585892,3935066.271195649,4040937.3762509236,4242171.364530617,7.219223358485105,-0.07011290662792861,"Ring finger domain containing protein, putative",43,-0.4633394912880256,0.688653861269914,0.16199901309005935
Tb927.11.4880,16466.616178476797,5944777.952297954,2619438.3994664573,3341806.169009973,1317952.507822467,4643292.060653963,7.076366935403361,-1.816849644495075,"Calmodulin-binding, putative",41,-1.8066812423028464,0.21255616115421053,0.6725263020518539
Tb927.11.4900,2646068.311192731,4060481.0263946145,4749633.951045661,1956915.3865416846,3697851.1311191963,3008698.2064681496,7.1275291195423085,0.2975477440884813,WD40/YVTN repeat-like-containing protein,42,0.4633130500547315,0.6886699065686331,0.1619888943585639
Tb927.11.4910,3587966.5996231134,15038012.395495947,12817966.695913266,5808012.299205795,8202966.64776819,10423012.347350871,7.571149104520775,-0.3455546223731441,predicted ankyrin repeat family protein,45,-0.34015370581629917,0.7661444413349823,0.11568934503957054
Tb927.11.4920,13811.175349060168,93424.22638337119,77917.57643894384,29317.825293487516,45864.375894002005,61371.025838429356,5.331368178771852,-0.420183690637147,"hypothetical protein, conserved",20,-0.34208307260352167,0.7648911274031134,0.1164003767848808
Tb927.11.4950,43630.63197914909,378589.8077527367,421396.84539227496,823.5943396109191,232513.73868571201,189706.7010461738,5.92656924938195,0.2935453239267214,"hypothetical protein, conserved",27,0.1602533287661851,0.8874043744119312,0.05187843478299688
Tb927.11.4980,113010.96276750507,366506.6665246613,2095.655465317486,477421.97382684884,57553.30911641128,421964.32017575507,5.981834574143688,-2.8741502290177334,"ATP-dependent DEAD/H RNA helicase, putative",28,-4.646382962399742,0.04333168332993117,1.3631944393593436
Tb927.11.5000,302.3418036740812,35450.13293596714,25098.549333157756,10653.925406483471,12700.445568415918,23052.02917122531,4.854336104138774,-0.8600146386930808,"Dynein intermediate chain 1, axonemal",7,-0.5903866510927213,0.6147558678518883,0.2112973172235949
Tb927.11.5020,27867.69855724401,28922.02976686722,24074.942268605624,32714.786055505607,25971.32041292482,30818.407911186412,5.055299786734805,-0.24687296947174736,"hypothetical protein, conserved",13,-1.8073444103395124,0.2124463821000911,0.6727506604198199
Tb927.11.5030,11752.001914294699,3037859.218851269,1844427.2262070037,1205183.99455856,928089.6140606492,2121521.6067049145,6.785274472571978,-1.1927633515855107,"hypothetical protein, conserved",38,-0.9209311543014033,0.45430689526040824,0.3426506716141185
Tb927.11.5040,233843.5744672056,523702.4134124825,756551.8677342448,994.1201454433734,495197.7211007252,262348.2667789629,6.180438998087364,0.9165214165339706,"leucine-rich repeat protein (LRRP), putative",31,0.6299859032938278,0.5930814548398811,0.2268856557788828
Tb927.11.510,24239735.876564935,114942941.11035796,86163233.33278555,53019443.65413735,55201484.60467524,83981192.38224766,8.444615180958975,-0.6053592042169107,"RNA-binding protein, UBP2",48,-0.6572731633731183,0.5785331710376823,0.2376717350949073
Tb927.11.5140,18521.173401311982,49922.925318758746,53719.45213804905,14724.646582021685,36120.31276968052,32323.785950390215,5.13636600468924,0.1602142004784267,"ubiquitin carboxyl-terminal hydrolase, putative",15,0.15253870105158607,0.8927608577841445,0.04926485920063589
Tb927.11.5150,257667.56349666519,239514.83885952775,219642.95393157762,277539.4484246153,238655.25871412142,258527.14364207152,5.997545744163654,-0.11538763574436396,"hypothetical protein, conserved",28,-0.7390763375734298,0.5368302838244239,0.2701629926027356
Tb927.11.5170,6673.55554419354,56769.840489969065,45343.602970019354,18099.793064143254,26008.57925710645,37434.816777056156,5.1034164177576145,-0.5253931003911447,"ubiquitin activating enzyme, putative",14,-0.41787225884851914,0.7166311361520551,0.1447043265560877
Tb927.11.5190,52965.05809139755,190798.80874339235,90083.86421319564,153680.00262159426,71524.4611522966,172239.4056824933,5.687999326161877,-1.2679066177692508,"leucine-rich repeat protein (LRRP), putative",25,-3.8372042468417216,0.061697084937448916,1.2097353550184233
Tb927.11.5230,881621.3972519492,2855809.288509331,2546612.382359357,1190818.3034019235,1714116.8898056531,2023313.7959556272,6.873603142663214,-0.23925459128489845,"hypothetical protein, conserved",39,-0.2626263217232292,0.8174167711113475,0.08755645602203545
Tb927.11.5290,278615.96536461596,783011.4030049482,1059961.2515253064,1666.1168442575427,669288.6084449611,392338.75992460287,6.3270021016193345,0.7705285901143129,mitochondrial carrier protein,32,0.5012716385596973,0.6659134226160472,0.1765822310763228
Tb927.11.530,136778.63737341212,141295.51192076254,149932.7876219851,128141.36167218954,143355.7124976986,134718.43679647605,5.745190612932605,0.08965209151027619,"RNA-binding protein, putative",25,0.9286006475370502,0.4511275019927703,0.3457006962903955
Tb927.11.5300,6798817.629829321,2648468.7107719886,4427406.445990198,5019879.894611112,5613112.037909759,3834174.30269155,7.276337074379826,0.5498849319922161,"Kinesin-13 3, putative",43,1.0608863991650728,0.3999181063706263,0.3980289326535828
Tb927.11.540,6988.5216964763595,813451.6281162101,688884.3184419984,131555.83137068799,347936.4200692374,472503.729743449,6.21507690091399,-0.44150201716206894,"ABC transporter, mitochondrial, putative",31,-0.2583456000321154,0.82029593981964,0.08602943805074752
Tb927.11.5400,2517644.52693154,6297058.771361622,4610057.812102797,4204645.486190366,3563851.169517169,5250852.128775993,7.246237694252509,-0.5591144784297349,signal recognition particle 54 kDa,43,-1.140204783265359,0.3723442910587178,0.4290553005575625
Tb927.11.5440,9419216.45572627,16495486.202939842,14182314.925025765,11732387.73364035,11800765.690376017,14113936.968290096,7.714576225839671,-0.25824000054782353,"NADP-dependent malic enzyme, cytosolic",46,-0.6868046534001437,0.5631470279247195,0.24937820358532178
Tb927.11.5450,3887.479026616007,3932099.981597916,3156248.104373532,779739.3562510001,1580067.791700074,2355919.6689244583,6.896083701838364,-0.57630389009996,malic enzyme,39,-0.34806304784453435,0.7610140086541991,0.11860734871533841
Tb927.11.550,17906414.299216736,136870610.43789342,97039820.72492856,57737204.01218157,57473117.512072645,97303907.2250375,8.490736489669567,-0.7596104300441744,hypothetical protein SCD6.10,48,-0.7118263392968674,0.5504032574054146,0.2593190045163483
Tb927.11.5510,3629.6755648909425,369115.32754808705,371956.89490833704,788.1082046409169,187793.285236614,184951.71787636398,5.872441825830579,0.021996778079866854,"dynein light chain p28, axonemal, putative",27,0.010910361461815201,0.9922854389993344,0.0033633815243400028
Tb927.11.5520,662.1165974636242,4051102.029457871,4048639.4520616406,3124.69399369378,2024650.7843295522,2027113.3617257823,6.9086741527254025,-0.001753679882014602,triosephosphate isomerase,39,-0.0008603334612649569,0.9993916524880285,0.00026428236344100804
Tb927.11.5590,1029497.194238208,324492.86287417635,858561.7311158365,495428.32599654794,944029.4626770222,409960.59443536215,6.43264547082767,1.2033466420529673,Anaphase-promoting complex-associated protein AP1,34,4.418553194944106,0.04759315692632908,1.3224554868336853
Tb927.11.5600,647687.8106147579,861991.9110078543,951505.5096313126,558174.2119913,799596.6601230353,710083.0614995771,6.479914817205206,0.17128465323420852,Archaic Translocase of outer membrane 14 kDa subunit,34,0.41666876419605314,0.7173819814514106,0.1442495357371341
Tb927.11.5640,8525.001000444176,3675.3539136714194,8096.627583032739,4103.727331082855,8310.814291738458,3889.540622377137,4.38740246035512,1.0953900643571441,"hypothetical protein, conserved",1,14.596202593421971,0.004660962471107163,2.3315243938828374
Tb927.11.5650,541937.4379667358,7996528.760444276,3028284.4838805655,5510181.714530447,1785110.9609236508,6753355.237487361,7.232409859164227,-1.919590693925132,"replication factor C, subunit 1, putative",43,-2.825896106758708,0.10573305667922167,0.9757892124187805
Tb927.11.5680,274.95455988018614,62394.37556777702,46056.250208252124,16613.07991940508,23165.602384066155,39503.72774359105,5.098085048215925,-0.7700046008804308,"dynein light chain 1, axonemal",14,-0.5046951629472632,0.6638887083814259,0.17790471790126708
Tb927.11.5700,20971.168637752293,68760.06187370601,30385.73239859084,59345.49811286748,25678.450518171565,64052.77999328675,5.253973619067163,-1.3187030368134158,"hypothetical protein, conserved",18,-5.764419740447729,0.02880082339608063,1.540595095877489
Tb927.11.5730,3897.1175469427108,13061.583082865638,11576.840529232712,5381.860100575638,7736.979038087711,9221.721591720638,4.530422569355771,-0.2532657456008534,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative",2,-0.27341390579091296,0.8101820967347505,0.09141735801149473
Tb927.11.5750,385.39907941363913,30908.417373326913,20140.05093685334,11153.76551588721,10262.72500813349,21031.09144460706,4.796488526636736,-1.0351098700075545,"hypothetical protein, conserved",6,-0.7708953804381486,0.5213841843906308,0.28284214680798925
Tb927.11.5810,7260.72319155922,1652470.7637208533,607164.9789811224,1052566.5079312902,307212.8510863408,1352518.6358260717,6.5210678287734964,-2.138338000402424,"Surfeit locus protein 6, putative",35,-2.464202584561323,0.13268289177415843,0.8771850717630914
Tb927.11.5840,431940.1650588933,2581953.6648159116,1627799.96093513,1386093.8689396754,1029870.0629970117,1984023.7668777935,6.7801579450654055,-0.9459669816167329,"Protein translation factor SUI1 homolog, putative",38,-1.1283740061083007,0.37631550004685366,0.4244478931704828
Tb927.11.5850,50524.62528905261,45915.101226375344,70106.36784011418,26333.358675313764,60315.496564583395,36124.22995084456,5.285285965795269,0.7395618798556535,"RNA-binding protein 38, putative",19,1.7471181253109784,0.22272898736982916,0.652223257436028
Tb927.11.5860,388.82142546213026,22035.266806171727,17091.05407135352,5333.034160280339,8739.937748407825,13684.150483226033,4.651744789229818,-0.6468109654269285,"AGC/RSK family serine/threonine kinase, putative",3,-0.4186370081821185,0.716154289112992,0.14499340270352937
Tb927.11.5960,4690407.151695147,638.3357603531042,10645.1141056865,4680400.373349814,2350526.132900417,2340519.3545550834,6.972299639835855,0.006155025113429088,"hypothetical protein, conserved",40,0.0030240259094288144,0.9978616956615088,0.0009296480646833908
Tb927.11.6010,88040.65774252836,23344606.422936298,20171524.314284887,3261122.7663939344,10129782.486013709,13302864.594665116,7.670851347325231,-0.39313374845252996,"conserved protein, unknown function",46,-0.2234381160818395,0.8439411801973771,0.07368782115383371
Tb927.11.6050,3661.8502049802296,10245.292370647487,6867.165630478082,7039.976945149636,5264.507917729155,8642.634657898561,4.444267902714575,-0.7151724903357459,"Flagellar-associated PapD-like, putative",1,-1.4904594453822773,0.2745819744169724,0.5613279764517533
Tb927.11.6070,2428.0902483690347,290313.1851765573,292023.38119821384,717.894226712443,147225.73572329144,145515.53970163487,5.767513956312658,0.016856655318817807,"hypothetical protein, conserved",26,0.008351594393025194,0.9940946339436091,0.002572270488787673
Tb927.11.6080,27975.26401359881,42672.0026604155,56692.5608685719,13954.705805442423,42333.912441085355,28313.354232928963,5.150125359423134,0.5803311537847697,"hypothetical protein, conserved",15,0.6904571718623472,0.5612700165720381,0.2508281574687627
Tb927.3.4360,28777616.723921698,224040888.97273535,101615589.24131286,151202916.45534417,65196602.98261728,187621902.71403974,8.703838855732371,-1.524959554807075,"40S ribosomal protein S15A, putative",48,-2.376995312663736,0.14060152520818864,0.8520099681788738
Tb927.11.6160,12134673.799695767,29498974.02337874,31689487.493354626,9944160.329719886,21912080.646525197,19721567.176549315,7.920474459878343,0.1519522807518364,"eukaryotic release factor 3, putative",47,0.15841899116663016,0.8886771353166099,0.05125599360642328
Tb927.11.6170,406383.9476564822,775916.4242353321,1049604.9700600079,132695.40183180646,727994.458858245,454305.91303356923,6.373757821856316,0.6802633864071526,"protein transport protein SEC31, putative",33,0.6017434752445139,0.6084721221736187,0.21575931466236767
