[Input ID],Gene_desc,unique,Score,Ratio H/L normalized,Intensity,logInt,logRatio,logScore,[SignalP Peptide],[# TM Domains],Log2 H/L,Log10 (Int H*L),Group,Glycosome status 
Tb927.10.14300,"MEKK-related kinase 1, putative",6,25.941,1.1389,2542100,6.405192630637335,0.18764107818068257,1.413986713695285,0,0.0,,,,
Tb927.11.800,"prefoldin subunit, putative",5,7.6411,1.137,1022300,6.009578360794542,0.18523225423016085,0.883155883384888,0,0.0,0.082838815,15.13823398,i,red
Tb927.10.14750,"fibrillarin, putative",6,22.022,1.136,2761300,6.441113592900313,0.1839628348425949,1.342856758301525,0,0.0,0.022066182,15.46485004,i,red
Tb927.11.14980,"phosphatidylethanolamine-binding protein, putative",6,36.222,1.136,3018400,6.479776792192939,0.1839628348425949,1.5589724262371165,0,0.0,,,,
Tb927.7.1300,"protein disulfide isomerase, putative",7,25.994,1.1357,1496400,6.175047699526168,0.18358179111782255,1.4148731146014681,1,0.0,1.811934045,15.24002588,ii,red
Tb927.3.3330,"heat shock protein 20, putative",6,29.076,1.1356,5097600,6.707365754121038,0.18345475417494217,1.4635346601851311,0,0.0,0.152502345,16.64458994,i,red
Tb927.11.10480,"PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative",2,5.3649,1.135,351910,5.546431608077343,0.1826922975161903,0.7295616312688025,0,0.0,,,,
Tb927.7.3430,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",3,10.743,1.1349,544650,5.736117507968574,0.18256518222108284,1.0311255757315654,0,0.0,-0.20926440600000001,11.76692401,i,red
Tb927.10.5010,"Elongation factor G1, mitochondrial, putative",8,35.192,1.1348,2973500,6.473267942835296,0.18243805572490956,1.5464439489688064,0,0.0,0.006908369,14.69427486,i,red
Tb927.10.14980,intraflagellar transport protein 52,5,8.1719,1.1317,1413800,6.1503879773252805,0.17849156782231052,0.9123230435069208,0,0.0,0.100470429,15.45185208,i,red
Tb927.10.4310,"prohibitin 2, putative",10,26.955,1.1314,10596000,7.025141949625193,0.17810907609432516,1.430639336164655,0,1.0,0.383836061,16.94327881,i,red
Tb927.6.5080,"Protein of unknown function (DUF3808), putative",4,16.569000000000003,1.1313,1993000,6.299507298700488,0.1779815563133707,1.2192962979433397,0,1.0,0.072452531,16.30254574,i,red
Tb927.1.1670,ARM-like helical domain-containing protein,13,21.272,1.131,3790300,6.578673585479501,0.1775989293277334,1.3278083243235106,0,0.0,-0.014776477,13.70685495,i,red
Tb927.7.990,"chaperone protein DnaJ, putative",2,3.6431,1.1309,637580,5.80453468538638,0.17747136444495093,0.5614710924201026,0,0.0,0.7783917440000001,15.26005638,i,red
Tb927.9.15380,"NADH-ubiquinone oxidoreductase complex I subunit, putative",5,38.715,1.1302,2010200,6.303239268651996,0.17657809430131693,1.5878792635995502,0,0.0,,,,
Tb927.2.6050,beta prime COP protein,9,21.744,1.1301,4880000,6.688419822002711,0.17645043911909952,1.337339439388419,0,0.0,0.09173026199999999,15.23572676,i,red
Tb927.11.2330,"molybdopterin synthase sulphurylase protein, putative",13,82.573,1.1295,27634000,7.441443753255055,0.17568427073099724,1.9168380634475237,0,1.0,0.177981556,10.555719300000002,i,red
Tb927.1.4690,arginine N-methyltransferase,2,7.544,1.1294,663230,5.821664162505704,0.17555653643184002,0.8776016797292719,0,0.0,0.170181458,12.81460841,i,red
Tb927.4.600,"Alpha/beta hydrolase family, putative",6,47.57,1.1289,4811500,6.682280490130134,0.17491769523958806,1.6773331514199017,0,0.0,0.014308423,16.5228453,i,red
Tb927.2.4210,"Phosphoenolpyruvate carboxykinase [ATP], glycosomal",7,14.097000000000001,1.1289,3517600,6.5462464526116495,0.17491769523958806,1.1491266997426144,0,0.0,4.07734011,20.01977537,iii,green
Tb927.10.8930,"paraflagellar rod component, putative",2,6.571000000000001,1.1286,803530,5.905002095898662,0.17453425469490197,0.8176314671905154,0,0.0,0.054073252,14.81906633,i,red
Tb927.11.14780,phosphomannose isomerase,6,12.235,1.1281,956650,5.980753075842466,0.1738949605643148,1.087603973687808,0,0.0,4.240900463,18.26551797,iii,green
Tb927.11.6960,"ATG16/SAP18/CVT11/APG16, putative",6,16.171,1.1273,1281500,6.107718610520263,0.1728715003522772,1.208736877114406,0,0.0,,,,
Tb927.9.1350,"hypothetical protein, conserved",18,136.95,1.1257,119170000,8.076166939344933,0.17082239919517525,2.13656203658998,0,0.0,0.020372673,13.847975699999997,i,red
Tb927.10.15330,"CYTH domain containing protein, putative",8,30.596999999999998,1.1255,2762600,6.441318007475848,0.17056605679206857,1.4856788465039095,0,0.0,-0.030861547000000003,16.73483658,i,red
Tb927.9.2900,"hypothetical protein, conserved",4,5.8442,1.1252,1107600,6.044382947073537,0.17018145776525037,0.7667250699265512,0,0.0,0.08588117099999999,15.87497584,i,red
Tb927.8.6660,"paraflagellar rod component, putative",3,7.1353,1.1252,806380,5.906539747775369,0.17018145776525037,0.8534122375215248,0,0.0,0.022158094,16.67260171,i,red
Tb927.6.4000,"small glutamine-rich tetratricopeptide repeat protein, putative",3,5.7404,1.1249,1297100,6.112973459333155,0.16979675618324852,0.758942155767339,0,0.0,0.207604612,13.90152492,i,red
Tb927.10.12700,"pyruvate dehydrogenase E1 alpha subunit, putative",20,61.871,1.1248,61390000,7.788097633380297,0.1696684995230859,1.7914871354312214,0,0.0,0.384693536,17.05813287,i,red
Tb927.7.4710,"39S mitochondrial ribosomal protein L46, putative",5,18.886,1.1247,1975400,6.295655049432586,0.16954023145979727,1.2761399853501423,0,0.0,,,,
Tb927.10.6510,"chaperonin HSP60, mitochondrial precursor",30,323.31,1.1239,819840000,8.913729103728574,0.1685136761974936,2.509619137576773,0,0.0,,,,
Tb927.11.11690,"Vacuolar proton pump subunit B, putative",4,4.8391,1.1238,930830,5.968870371847717,0.16838530541475208,0.6847645968966902,0,0.0,-0.447344334,16.620897,i,red
Tb927.10.8230,protein disulfide isomerase 2,7,45.115,1.1227,10821000,7.034267397038025,0.16697247241069538,1.6543209617036787,1,0.0,1.6233058930000002,15.91830938,ii,red
Tb927.10.3950,"hypothetical protein, conserved",3,8.538,1.1227,656100,5.8169700377573,0.16697247241069538,0.931356150467928,0,0.0,,,,
Tb927.11.2250,"conserved protein, unknown function",2,5.3882,1.1214,740190,5.869343213460855,0.16530097491686477,0.7314437075565791,0,0.0,-0.204162885,15.52218748,i,red
Tb927.10.15180,"nucleosome assembly protein, putative",6,23.265,1.1213,3562200,6.5517182993097025,0.16517231793716664,1.3667030568692862,0,0.0,0.05246223,14.67468703,i,red
Tb927.9.8740,Double RNA binding domain protein 3,9,23.156999999999996,1.1213,9367000,6.971600520230059,0.16517231793716664,1.3646822956496714,0,0.0,0.021937605,16.51586454,i,red
Tb927.9.1380,"hypothetical protein, conserved",6,12.193,1.1205,1867300,6.2712140972088335,0.16414264884830632,1.0861105738013195,0,0.0,0.158677655,12.76360999,i,red
Tb927.11.13250,"eukaryotic translation initiation factor 2 gamma, putative",5,15.395,1.1204,285090,5.45498198398436,0.16401388852505705,1.1873796932392169,0,0.0,0.627503244,16.48297656,i,red
Tb927.9.2650,Present in the outer mitochondrial membrane proteome 2,3,5.6242,1.1203,813300,5.910250772300148,0.16388511670894185,0.7500607560643964,0,1.0,0.326465695,13.47857318,i,red
Tb927.11.6870,14-3-3 protein 2,5,6.6024,1.1202,1389900,6.142983554922818,0.16375633339790888,0.8197018321012896,0,0.0,-0.9614155759999999,16.92978842,i,red
Tb927.9.1510,"D-ala D-ala ligase C-terminus/SET domain containing protein, putative",2,3.9807,1.1201,449410,5.652642731849244,0.16362753858990575,0.5999594488089287,0,0.0,,,,
Tb927.3.4270,"hypothetical protein, conserved",4,22.488000000000003,1.1193,2763000,6.441380884916511,0.1625967659884867,1.3519508325993843,0,0.0,0.013459562,13.65056694,i,red
Tb927.6.3800,"heat shock 70 kDa protein, mitochondrial precursor, putative",30,249.36,1.1181,232350000,8.366142676814887,0.16104922490055676,2.3968267892687836,1,0.0,,,,
Tb927.6.1900,"essential nuclear protein 1, putative",3,3.5899,1.1181,539650,5.732112181396643,0.16104922490055676,0.5550823510705006,0,0.0,0.083644688,15.945828899999999,i,red
Tb927.10.180,"ATP synthase F1 subunit gamma protein, putative",6,15.780999999999999,1.1178,3163600,6.50018156686907,0.16066208011334426,1.1981345198316757,0,0.0,0.039950175,17.11354062,i,red
Tb927.10.600,"hypothetical protein, conserved",13,29.791999999999998,1.1173,11403000,7.057019124322766,0.16001660784590455,1.4740996593012485,0,0.0,-0.112499976,12.04599022,i,red
Tb927.10.8940,"flagellum targeting protein kharon1, putative",13,54.968999999999994,1.1165,19834000,7.297410308897391,0.1589832511603865,1.7401178363211565,0,0.0,-0.021745302999999997,18.91572352,i,red
Tb927.6.4670,MORN repeat-containing protein 1,12,27.886999999999997,1.1152,7436100,6.871345221492031,0.15730246631897368,1.445401796678264,0,0.0,-0.130365444,13.00689681,i,red
Tb927.10.10740,"hypothetical protein, conserved",2,4.2255,1.1149,277220,5.442824559187638,0.15691431465323902,0.6258781060414547,0,0.0,0.458066971,12.14401237,i,red
Tb927.5.960,"ATPase family associated with various cellular activities (AAA), putative",3,11.302999999999999,1.1144,1351600,6.1308481831028585,0.15626716305180363,1.0531937276008696,1,0.0,3.734708055,16.89496123,iii,green
Tb927.10.7910,"RNA editing complex protein, putative",2,3.8565,1.1143,408960,5.611680832142287,0.15613769788898613,0.5861933356985418,0,0.0,,,,
Tb927.5.1090,"threonyl-tRNA synthetase, putative",15,56.73,1.1141,11542000,7.062281069972644,0.15587873270414274,1.7538127835647022,0,0.0,0.134512045,17.84943171,i,red
Tb927.6.3930,"hypothetical protein, conserved",6,39.209,1.1139,8252200,6.916569744972929,0.15561972102644694,1.5933857660436381,1,0.0,0.044603950999999996,13.32536615,i,red
Tb927.11.9980,"2-oxoglutarate dehydrogenase E1 component, putative",32,196.16,1.1123,105390000,8.022799404511687,0.15354595185667388,2.292610452838321,0,0.0,0.061336746,17.679547699999997,i,red
Tb927.6.570,conserved protein,2,2.3145,1.1116,205230,5.3122408451442125,0.1526377396511124,0.36445718511882946,0,0.0,0.21521742600000002,13.48050796,i,red
Tb927.7.2300,Nucleoporin NUP132,7,15.2,1.1113,5581500,6.746750929077216,0.15224833075742006,1.1818435879447726,0,0.0,0.045697191,15.82222099,i,red
Tb927.11.12940,"Uncharacterised protein family (UPF0160), putative",3,7.3185,1.1109,1865000,6.270678836144707,0.15172895534333664,0.8644220771679475,0,0.0,,,,
Tb927.11.5500,"Mitochondrial SSU ribosomal protein, putative",6,8.8536,1.1108,1681100,6.2255935481548,0.15159908226939658,0.9471198969384095,0,0.0,-0.054811833,12.27945096,i,red
Tb927.6.5110,"damage-specific DNA binding protein, putative",6,12.654000000000002,1.1106,2183800,6.339212861654642,0.1513393010422809,1.10222783012313,0,0.0,0.111031312,11.91499169,i,red
Tb927.11.1160,"Region in Clathrin and VPS, putative",6,14.989,1.1093,2008100,6.302785336145699,0.1496495818949754,1.1757726596015359,0,0.0,,,,
Tb927.8.3750,"nucleolar protein 56, putative",11,38.821,1.1081,4761000,6.67769818147451,0.14808808264533596,1.5890667182983076,0,0.0,-0.123607905,15.78637604,i,red
Tb927.11.8050,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative",5,12.474,1.1069,605780,5.782314930876963,0.1465248914774425,1.0960057397151128,0,0.0,-0.140592558,15.70326022,i,red
Tb927.10.5920,"hypothetical protein, conserved",3,20.994,1.1052,947100,5.9763958366118795,0.1443074672630423,1.32209519286655,0,0.0,0.028281046,13.12325876,i,red
Tb927.4.4600,"Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain containing protein, putative",1,4.2474,1.1051,524300,5.719579857713724,0.14417692434652662,0.6281231627124937,0,0.0,,,,
Tb927.8.1960,"hypothetical protein, conserved",5,23.058000000000003,1.1048,3365300,6.527023785510104,0.1437852247086015,1.3628216348479925,0,0.0,0.023092012000000002,16.37260328,i,red
Tb927.10.1340,"hypothetical protein, conserved",5,35.34,1.1042,1827800,6.261928672990642,0.14300150624248983,1.5482665451707454,0,0.0,,,,
Tb927.11.10150,"Enoyl-CoA hydratase/isomerase family, putative",8,32.041,1.104,2741500,6.4379882502195,0.14274017211608214,1.5057060619597864,0,0.0,,,,
Tb927.7.4390,"threonine synthase, putative",15,52.316,1.1035,21713000,7.336719832364342,0.14208662961752688,1.718634531104879,0,0.0,-0.11075632,17.70251636,i,red
Tb927.5.2060,"cell division control protein, putative",2,2.7578,1.1032,509360,5.707024836855785,0.14169436196453092,0.4405627672619207,0,0.0,,,,
Tb927.5.2150,"hypothetical protein, conserved",2,90.88600000000001,1.1,940120,5.973183291909912,0.13750352374993502,1.9584969900315274,0,0.0,,,,
Tb927.6.4770,"protein mkt1, putative",14,38.146,1.1,11362000,7.05545478494124,0.13750352374993502,1.581449004440181,0,0.0,0.051588329,17.67346135,i,red
Tb927.11.1070,"glycosomal transporter (GAT3), putative",27,226.66,1.0988,1105100000,9.043401578910881,0.13592881552640673,2.355374884431612,0,3.0,3.64501248,17.9792336,iii,green
Tb927.4.2630,"ATP-dependent DEAD/H RNA helicase, putative",2,5.2877,1.0979,420050,5.623300989044697,0.13474665536848754,0.723266807286872,0,0.0,-0.310663562,14.22690704,i,red
Tb927.7.3970,"hypothetical protein, conserved",2,4.2231,1.0961,1195100,6.077404246398098,0.1323794250528661,0.6256313653306612,0,0.0,,,,
Tb927.1.2990,"PPR repeat family, putative",5,10.244000000000002,1.0953,1824400,6.2611200635689,0.13132607460659126,1.0104695697963921,0,0.0,,,,
Tb927.5.4420,"nucleolar RNA helicase II, putative",16,53.221000000000004,1.095,13439000,7.128366953938082,0.1309308698264487,1.7260830305010102,0,0.0,-0.295218062,16.93882413,i,red
Tb927.10.1450,"plectin, putative",4,14.062000000000001,1.0943,3311200,6.519985413392703,0.13000830410860617,1.1480470935993354,0,0.0,-0.159571863,15.60414721,i,red
Tb927.6.4370,eukaryotic translation initiation factor 3 subunit d,9,45.488,1.0933,8743000,6.941660478388393,0.12868932884678694,1.657896842346367,0,0.0,-0.036507776,15.60699671,i,red
Tb927.3.3780,"tryparedoxin 1a, putative",4,12.325,1.0928,669060,5.825465066199032,0.12802938874064107,1.0907869279492677,0,0.0,,,,
Tb927.6.4480,"valyl-tRNA synthetase, putative",3,5.8625,1.0925,1669100,6.222482357138912,0.1276332797258737,0.7680828557231396,0,0.0,0.019773069,15.89270952,i,red
Tb927.4.3560,"protein phoshatase 1, putative",5,11.189,1.0924,1385600,6.141637874673272,0.127501219215837,1.0487912738484098,0,0.0,0.008124332,14.01928489,i,red
Tb927.9.9660,Mitochondrial import receptor subunit ATOM40,8,14.536,1.0918,6364800,6.803784761444342,0.1267086021969683,1.162444914299978,0,0.0,0.627175334,16.69824929,i,red
Tb927.1.120,"retrotransposon hot spot protein 4 (RHS4), putative",5,121.36,1.0894,51106000,7.708471890622442,0.12353377229099427,2.084075567778674,0,0.0,0.233675297,17.02029317,i,red
Tb927.10.7630,transportin2- like protein,3,8.0624,1.0893,979320,5.990924623903557,0.1234013359719139,0.9064643410116935,0,0.0,-0.064736397,14.95337369,i,red
Tb927.10.1860,"hypothetical protein, conserved",2,3.8789999999999996,1.0891,437600,5.641077313325375,0.12313642685605963,0.5887197796000564,0,0.0,3.078240545,16.59527405,iii,green
Tb927.3.1030,RNA-binding protein,12,81.595,1.0887,19495000,7.289923239524004,0.12260646265104097,1.911663546757045,0,0.0,-0.0045177740000000004,14.77030313,i,red
Tb927.6.2390,"conserved hypothetical protein, putative",6,18.546,1.0885,850730,5.929791747962691,0.12234140752611963,1.2682502554469486,0,0.0,0.35315973100000003,10.75792333,i,red
Tb927.11.3300,Spindle assembly abnormal 4,5,21.212,1.0883,3369400,6.52755257152753,0.1220763036957359,1.3265816184465251,0,0.0,0.049445694000000005,16.05055775,i,red
Tb927.6.4440,RNA-binding protein 42 (RNA-binding motif protein 42),5,74.196,1.0882,10847000,7.035309640156801,0.12194373351040128,1.8703804925465002,0,0.0,-0.10953519,16.34322324,i,red
Tb927.2.5130,"hypothetical protein, conserved",2,67.428,1.0876,997550,5.998934672960174,0.1211480564753105,1.8288402781425246,0,0.0,-0.067869623,14.19668565,i,red
Tb927.2.4240,"GTP binding protein, putative",10,111.19,1.0875,9915300,6.996305858871481,0.12101540096136584,2.0460657302306875,0,0.0,-0.08742576099999999,16.44952608,i,red
Tb927.11.10570,"hypothetical protein, conserved",4,16.116,1.0859,3077800,6.488240395314034,0.11889125217842651,1.2072572587163402,0,0.0,-0.143144446,12.69177677,i,red
Tb927.10.8630,"Sucrase/ferredoxin-like, putative",3,4.7442,1.0831,1012900,6.005566571133294,0.11516644963493532,0.6761629891811453,0,0.0,3.042123068,16.15856875,iii,green
Tb927.10.12260,"cytosolic nonspecific dipeptidase, putative",3,15.716,1.0829,967600,5.985695859689842,0.11490002395719036,1.1963420201397685,0,0.0,0.084601687,16.0419018,i,red
Tb927.11.6540,"hypothetical protein, conserved",7,32.94,1.0791,16561000,7.219086557169252,0.10982856530708651,1.5177235948337355,0,0.0,-0.097177765,12.91648749,i,red
Tb927.11.9490,"CobW/HypB/UreG, nucleotide-binding domain containing protein, putative",5,13.948,1.0788,2396300,6.379541187752597,0.1094274266861541,1.1445119387039389,0,0.0,0.958805473,13.49162754,i,red
Tb927.10.2210,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative",3,3.9287,1.0786,999460,5.999765417636833,0.10915993896111068,0.5942488668573832,0,0.0,0.397557879,14.10477855,i,red
Tb927.10.13850,"ATP12 chaperone protein, putative",2,3.0257,1.0782,1409300,6.1490034519285475,0.1086248146816487,0.4808258652590642,1,0.0,,,,
Tb927.3.2600,"ATP-dependent DEAD/H RNA helicase, putative",13,34.053000000000004,1.0776,4397900,6.643245350094817,0.10782175591285359,1.5321553783942763,0,0.0,-0.027375959,17.71510377,i,red
Tb927.1.740,phosphatidylinositol-4-phosphate 5-kinase related,4,3.821,1.0769,782580,5.893528744662761,0.10688428869154283,0.5821770376884089,0,0.0,,,,
Tb927.10.510,Present in the outer mitochondrial membrane proteome 19,2,6.6655,1.0758,1279300,6.106972399886674,0.10540989404008172,0.8238327327590754,0,0.0,0.48608307799999995,15.37760289,i,red
Tb927.8.7480,"hypothetical protein, conserved",9,28.322,1.0754,4640500,6.666564777007909,0.1048733767260183,1.4521239184490426,0,0.0,0.35863273,11.88154082,i,red
Tb927.11.550,hypothetical protein SCD6.10,6,116.3,1.0745,15591000,7.192873971542522,0.10366548276569647,2.0655797147284485,0,0.0,-0.106331248,16.87654219,i,red
Tb927.11.660,predicted zinc finger protein,2,2.7732,1.0743,133780,5.126391191616615,0.10339692449223131,0.44298119152673415,0,0.0,,,,
Tb927.9.1710,"hypothetical protein, conserved",3,5.2738,1.0742,336700,5.527243116388089,0.10326262660608464,0.7221236558815056,0,0.0,,,,
Tb927.11.13670,"hypothetical protein, conserved",2,2.5914,1.0742,220580,5.343566132386124,0.10326262660608464,0.4135344544311422,0,0.0,0.10385281199999999,15.20671494,i,red
Tb927.8.1510,"ATP-dependent RNA helicase DBP2B, putative",23,116.87,1.074,70730000,7.849603658082447,0.10299399332332565,2.0677030440400657,0,0.0,-0.10731326599999999,16.68573513,i,red
Tb927.6.1430,"hypothetical protein, conserved",7,30.173000000000002,1.0737,5286700,6.723184666553933,0.10259094958809113,1.4796184927627545,0,0.0,0.083133387,13.62504985,i,red
Tb927.11.9910,"Domain of unknown function (DUF3846)/TPR repeat, putative",3,10.755,1.0729,516530,5.713095550359208,0.10151561549124423,1.0316104147234815,0,0.0,,,,
Tb927.3.4360,"40S ribosomal protein S15A, putative",4,17.355999999999998,1.0723,11467000,7.059449812507961,0.10070858859668395,1.2394496414571743,0,0.0,,,,
Tb927.1.3400,"hypothetical protein, conserved",2,7.5858,1.0722,1222600,6.087284391453761,0.10057404021319741,0.8800013883217691,0,0.0,,,,
Tb927.9.12730,"chaperone protein DnaJ, putative",5,11.800999999999998,1.0715,3625600,6.559379888183304,0.09963185001446039,1.0719188103638062,1,0.0,0.157880215,14.91642593,i,red
Tb927.3.2100,"hypothetical protein, conserved",7,26.909000000000002,1.0714,3446200,6.537340478096312,0.0994972011701899,1.4298975586871476,0,0.0,0.09209190099999999,15.38001724,i,red
Tb927.9.12150,"transport protein particle (TRAPP) subunit, putative",2,5.3746,1.0708,473900,5.675686708699401,0.09868904409132834,0.730346147795643,0,0.0,0.045718071,12.17520052,i,red
Tb927.1.3410,"hypothetical protein, conserved",2,4.9264,1.0705,282660,5.451264354621878,0.09828479572342246,0.6925296715591229,0,0.0,-0.008249193,13.73389191,i,red
Tb927.11.15850,kinteoplast poly(A) polymerase complex 1 subunit,6,10.732000000000001,1.0696,2520200,6.40143500722987,0.09707137054390355,1.0306806639999015,0,0.0,-0.023310089,12.85724992,i,red
Tb927.4.5350,"3-methylcrotonyl-CoA carboxylase, pseudogene, putative (pseudogene)",5,16.322,1.0694,2131500,6.328685336983151,0.09680158184916868,1.2127733735199129,0,0.0,-0.09244784,13.02725504,i,red
Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",9,31.776,1.0693,1073700,6.030882953109667,0.0966666685801791,1.502099226815287,1,0.0,0.31125696399999997,16.66022121,i,red
Tb927.9.3640,"hypothetical protein, conserved",1,4.3343,1.0693,759100,5.880298991425753,0.0966666685801791,0.636918967859547,0,0.0,0.031677496,13.61074011,i,red
Tb927.6.1590,conserved protein,4,27.991999999999997,1.0685,1456800,6.163399932786864,0.09558690799772399,1.44703392947485,0,0.0,-0.223174855,14.75691123,i,red
Tb927.8.6110,"3-hydroxy-3-methylglutaryl-CoA synthase, putative",12,103.21,1.0676,31263000,7.495030650616352,0.09437121059251717,2.013721778051063,0,0.0,0.059411125,17.45154697,i,red
Tb927.8.1990,peroxidoxin,4,10.022,1.0634,4331800,6.636668396960324,0.08868437153339145,1.000954398406458,0,0.0,-0.029694562999999997,17.10592488,i,red
Tb927.11.7510,"luminal binding protein 1 (BiP), putative",31,182.49,1.063,62634000,7.796810147969161,0.08814159686901755,2.261239071182586,1,0.0,,,,
Tb11.v5.0616,"paraflagellar rod protein, putative",5,5.894,1.0626,437650,5.641126932803509,0.08759861792362102,0.7704101315139064,0,0.0,,,,
Tb927.9.12500,Present in the outer mitochondrial membrane proteome 7,2,4.575,1.0625,1520400,6.181957860931067,0.0874628412503394,0.6603910984024671,1,0.0,1.125629151,13.93778168,ii,gray
Tb927.3.3440,"phytanoyl-CoA dioxygenase (PhyH), putative",4,9.5462,1.0613,1264600,6.101953177477199,0.0858325236749548,0.9798305289183977,0,0.0,0.10980219999999999,14.73265509,i,red
Tb927.8.3340,"hypothetical protein, conserved",2,6.3088,1.0611,1080900,6.033785516842231,0.08556062487262552,0.799946759729148,0,0.0,-0.076202296,15.12140701,i,red
Tb927.11.510,"RNA-binding protein, UBP2",3,8.4032,1.0609,1576000,6.197556213153536,0.0852886748169873,0.9244447000733665,0,0.0,0.005001656,15.44571589,i,red
Tb927.7.2640,"cytoskeleton associated protein, putative",3,14.759,1.0606,932730,5.969755945482622,0.08488065359129648,1.169056932744852,0,0.0,0.017400753,15.69960475,i,red
Tb927.11.13970,"Pab1p-dependent poly(A) ribonuclease subunit, putative",4,6.4964,1.0595,498120,5.697333979426144,0.08338358771008282,0.8126727576808601,0,0.0,0.080521232,12.48064895,i,red
Tb927.11.11550,"DNA topoisomerase II alpha, putative",3,6.9367,1.0592,647170,5.81101837705843,0.0829750272577682,0.8411529124378484,0,0.0,0.031818626,12.89283183,i,red
Tb927.11.4910,predicted ankyrin repeat family protein,10,62.565,1.0589,6734300,6.828292459459625,0.08256635107141173,1.7963314489015125,0,0.0,0.041829773,14.26436508,i,red
Tb927.10.5620,"fructose-bisphosphate aldolase, glycosomal",23,213.39,1.0589,287620000,8.45881908194603,0.08256635107141173,2.329174063417513,0,0.0,4.36929078,20.31010164,iii,green
Tb927.3.1590,mitochondrial RNA binding complex 1 subunit,17,141.58,1.0589,24632000,7.391499675895142,0.08256635107141173,2.1510019079928315,0,0.0,-0.16172962,14.88733663,i,red
Tb927.9.2760,"EB1-like C-terminal motif containing protein, putative",2,1.6735,1.0569,598720,5.777223765819916,0.07983888066667044,0.22362571669379594,0,0.0,0.285799264,13.59070058,i,red
Tb927.10.7700,ATP-binding cassette protein subfamily G,8,55.618,1.0565,5487400,6.739366618927826,0.07929276727285353,1.7452153677611384,0,5.0,0.571250567,17.47272885,i,red
Tb927.3.1710,"hypothetical protein, conserved",3,7.0119,1.0565,1119300,6.048946503760492,0.07929276727285353,0.84583571378829,0,0.0,,,,
Tb927.3.4120,"hypothetical protein, conserved",7,56.792,1.0564,6168000,6.7901443650429005,0.07915620661764354,1.7542871631661043,0,1.0,,,,
Tb927.7.7180,"leucine-rich repeat protein 1 (LRRP1), putative",6,26.166,1.0558,1388100,6.142420754219559,0.07833657112117902,1.41773733705707,0,0.0,,,,
Tb927.11.8770,"ATP-dependent RNA helicase FAL1, putative",4,22.203000000000003,1.0551,1399300,6.145910834132374,0.07737974079701358,1.346411658929061,0,0.0,-0.030105898,16.50213979,i,red
Tb927.9.13740,"ADP-ribosylation factor, putative",4,13.009,1.0549,2648200,6.422950781227019,0.07710624410597862,1.1142439136889073,0,0.0,,,,
Tb927.10.6060,universal minicircle sequence binding protein 2,2,26.136,1.0546,1053600,6.022675761953727,0.07669590183038302,1.417239121467381,0,0.0,-0.027585907000000003,17.12558705,i,red
Tb927.5.520,"stomatin-like protein, putative",6,12.745,1.0545,435230,5.6387188232374905,0.0765590951316044,1.1053398398052863,0,0.0,-0.12152483800000001,14.23021273,i,red
Tb927.5.1520,ATP-dependent protease ATPase subunit HslU1,7,10.398,1.0544,5050700,6.703351573181938,0.07642227545860236,1.0169498130975607,0,0.0,-0.072992058,16.53075956,i,red
Tb927.10.5760,"adenylate kinase, putative",4,7.0083,1.0537,484040,5.684881252267291,0.07546417426251252,0.8456126841354731,1,0.0,3.901107101,17.86083967,iii,green
Tb927.9.14050,"Lipase (class 3), putative",2,3.3593,1.0535,707490,5.8497203057150395,0.07519031415521925,0.5262487899466782,0,0.0,,,,
Tb927.11.3650,"adenylosuccinate synthetase, putative",7,19.564,1.0527,1421100,6.152624639447619,0.07409435357387338,1.2914576541492446,0,0.0,0.160659194,16.01597949,i,red
Tb927.5.2620,"hypothetical protein, conserved",4,34.286,1.0526,934910,5.970769805113522,0.07395729994332441,1.5351168208029522,0,0.0,0.186019985,13.67881527,i,red
Tb927.9.4290,"hypothetical protein, conserved",2,1.314,1.0524,131940,5.120376479744434,0.07368315361643984,0.11859536522376199,0,0.0,,,,
Tb927.10.7740,protein transport protein SEC23,6,57.035,1.0524,4013400,6.603512446336277,0.07368315361643984,1.7561414458832847,0,0.0,-0.143015848,13.755962300000002,i,red
Tb927.10.920,"Ribosomal protein L1p/L10e family, putative",2,2.2640000000000002,1.0521,517270,5.713717291453225,0.07327183642451936,0.35487642251623386,0,0.0,0.061177824000000006,16.18561777,i,red
Tb927.8.2520,"acetyl-CoA synthetase, putative",2,10.698,1.0516,1184900,6.073681699476284,0.07258604706859655,1.0293025935589983,0,1.0,-0.058426189,17.43291521,i,red
Tb927.10.2810,"hypothetical protein, conserved",7,22.068,1.0514,13230000,7.121559844187501,0.07231164002242634,1.3437629752857023,0,0.0,0.041810879,16.40248733,i,red
Tb927.3.1920,General negative regulator of transcription subunit 5,8,67.972,1.0507,2841600,6.453562944098507,0.07135080412884309,1.832330048739167,0,0.0,-0.006225488,15.92631613,i,red
Tb927.2.470,"retrotransposon hot spot protein 4 (RHS4), putative",3,22.403000000000002,1.0503,5183200,6.71459796693727,0.0708014676002111,1.350306178879111,0,0.0,0.11918213,16.15615235,i,red
