[Input ID],Gene_desc,Score,Ratio H/L normalized,Intensity,logint,logRatio,[source_id],[Product Description],[# TM Domains],[SignalP Peptide]2
Tb927.9.1710,"gene_product=hypothetical protein, conserved",5.2738,1.0742,336700,12.72694761,0.103262627,Tb927.9.1710:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.13670,"gene_product=hypothetical protein, conserved",2.5914,1.0742,220580,12.30401572,0.103262627,Tb927.11.13670:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.1510,"gene_product=ATP-dependent RNA helicase DBP2B, putative",116.87,1.074,70730000,18.07438037,0.102993993,Tb927.8.1510:mRNA,"ATP-dependent RNA helicase DBP2B, putative",0,0
Tb927.6.1430,"gene_product=hypothetical protein, conserved",30.173,1.0737,5286700,15.48070479,0.10259095,Tb927.6.1430:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.9910,"gene_product=Domain of unknown function (DUF3846)/TPR repeat, putative",10.755,1.0729,516530,13.15488865,0.101515615,Tb927.11.9910:mRNA,"Domain of unknown function (DUF3846)/TPR repeat, putative",0,0
Tb927.3.4360,"gene_product=40S ribosomal protein S15A, putative",17.356,1.0723,11467000,16.2549839,0.100708589,Tb927.3.4360:mRNA,"40S ribosomal protein S15A, putative",0,0
Tb927.1.3400,"gene_product=hypothetical protein, conserved",7.5858,1.0722,1222600,14.0164903,0.10057404,Tb927.1.3400:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.12730,"gene_product=chaperone protein DnaJ, putative",11.801,1.0715,3625600,15.10353035,0.09963185,Tb927.9.12730:mRNA,"chaperone protein DnaJ, putative",0,1
Tb927.3.2100,"gene_product=hypothetical protein, conserved",26.909,1.0714,3446200,15.05278273,0.099497201,Tb927.3.2100:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.12150,"gene_product=transport protein particle (TRAPP) subunit, putative",5.3746,1.0708,473900,13.06875161,0.098689044,Tb927.9.12150:mRNA,"transport protein particle (TRAPP) subunit, putative",0,0
Tb927.1.3410,"gene_product=hypothetical protein, conserved",4.9264,1.0705,282660,12.55200004,0.098284796,Tb927.1.3410.1:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.15850,gene_product=kinteoplast poly(A) polymerase complex 1 subunit,10.732,1.0696,2520200,14.73984882,0.097071371,Tb927.11.15850:mRNA,kinteoplast poly(A) polymerase complex 1 subunit,0,0
Tb927.4.5350,"gene_product=3-methylcrotonyl-CoA carboxylase, pseudogene, putative (pseudogene)",16.322,1.0694,2131500,14.57233652,0.096801582,Tb927.4.5350:pseudogenic_transcript,"3-methylcrotonyl-CoA carboxylase, pseudogene, putative (pseudogene)",0,0
Tb927.7.2700,"gene_product=NADH-cytochrome b5 reductase, putative",31.776,1.0693,1073700,13.88662119,0.096666669,Tb927.7.2700:mRNA,"NADH-cytochrome b5 reductase, putative",0,1
Tb927.6.1590,gene_product=conserved protein,27.992,1.0685,1456800,14.19175281,0.095586908,Tb927.6.1590:mRNA,conserved protein,0,0
Tb927.8.6110,"gene_product=3-hydroxy-3-methylglutaryl-CoA synthase, putative",103.21,1.0676,31263000,17.25794585,0.094371211,Tb927.8.6110:mRNA,"3-hydroxy-3-methylglutaryl-CoA synthase, putative",0,0
Tb927.8.1990,gene_product=peroxidoxin,10.022,1.0634,4331800,15.28149372,0.088684372,Tb927.8.1990:mRNA,peroxidoxin,0,0
Tb927.11.7510,"gene_product=luminal binding protein 1 (BiP), putative",182.49,1.063,62634000,17.95281882,0.088141597,Tb927.11.7510:mRNA,"luminal binding protein 1 (BiP), putative",0,1
Tb11.v5.0616,"gene_product=paraflagellar rod protein, putative",5.894,1.0626,437650,12.98917478,0.087598618,Tb11.v5.0616.1,"paraflagellar rod protein, putative",0,0
Tb927.9.12500,gene_product=Present in the outer mitochondrial membrane proteome 7,4.575,1.0625,1520400,14.23448402,0.087462841,Tb927.9.12500:mRNA,Present in the outer mitochondrial membrane proteome 7,0,1
Tb927.3.3440,"gene_product=phytanoyl-CoA dioxygenase (PhyH), putative",9.5462,1.0613,1264600,14.05026642,0.085832524,Tb927.3.3440:mRNA,"phytanoyl-CoA dioxygenase (PhyH), putative",0,0
Tb927.8.3340,"gene_product=hypothetical protein, conserved",6.3088,1.0611,1080900,13.89330459,0.085560625,Tb927.8.3340:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.510,"gene_product=RNA-binding protein, UBP2",8.4032,1.0609,1576000,14.27040055,0.085288675,Tb927.11.510:mRNA,"RNA-binding protein, UBP2",0,0
Tb927.7.2640,"gene_product=cytoskeleton associated protein, putative",14.759,1.0606,932730,13.74587105,0.084880654,Tb927.7.2640:mRNA,"cytoskeleton associated protein, putative",0,0
Tb927.11.13970,"gene_product=Pab1p-dependent poly(A) ribonuclease subunit, putative",6.4964,1.0595,498120,13.11859629,0.083383588,Tb927.11.13970:mRNA,"Pab1p-dependent poly(A) ribonuclease subunit, putative",0,0
Tb927.11.11550,"gene_product=DNA topoisomerase II alpha, putative",6.9367,1.0592,647170,13.38036429,0.082975027,Tb927.11.11550:mRNA,"DNA topoisomerase II alpha, putative",0,0
Tb927.10.5620,"gene_product=fructose-bisphosphate aldolase, glycosomal",213.39,1.0589,287620000,19.47715072,0.082566351,Tb927.10.5620:mRNA,"fructose-bisphosphate aldolase, glycosomal",0,0
Tb927.11.4910,gene_product=predicted ankyrin repeat family protein,62.565,1.0589,6734300,15.72272443,0.082566351,Tb927.11.4910:mRNA,predicted ankyrin repeat family protein,0,0
Tb927.3.1590,gene_product=mitochondrial RNA binding complex 1 subunit,141.58,1.0589,24632000,17.01955697,0.082566351,Tb927.3.1590:mRNA,mitochondrial RNA binding complex 1 subunit,0,0
Tb927.9.2760,"gene_product=EB1-like C-terminal motif containing protein, putative",1.6735,1.0569,598720,13.30254932,0.079838881,Tb927.9.2760:mRNA,"EB1-like C-terminal motif containing protein, putative",0,0
Tb927.10.7700,gene_product=ATP-binding cassette protein subfamily G,55.618,1.0565,5487400,15.51796511,0.079292767,Tb927.10.7700:mRNA,ATP-binding cassette protein subfamily G,5,0
Tb927.3.1710,"gene_product=hypothetical protein, conserved",7.0119,1.0565,1119300,13.92821405,0.079292767,Tb927.3.1710:mRNA,mitochondrial ribosomal protein l24,0,0
Tb927.3.4120,"gene_product=hypothetical protein, conserved",56.792,1.0564,6168000,15.63488519,0.079156207,Tb927.3.4120:mRNA,"hypothetical protein, conserved",1,0
Tb927.7.7180,"gene_product=leucine-rich repeat protein 1 (LRRP1), putative",26.166,1.0558,1388100,14.14344646,0.078336571,Tb927.7.7180:mRNA,"leucine-rich repeat protein 1 (LRRP1), putative",0,0
Tb927.11.8770,"gene_product=ATP-dependent RNA helicase FAL1, putative",22.203,1.0551,1399300,14.15148267,0.077379741,Tb927.11.8770:mRNA,"ATP-dependent RNA helicase FAL1, putative",0,0
Tb927.9.13740,"gene_product=ADP-ribosylation factor, putative",13.009,1.0549,2648200,14.78939072,0.077106244,Tb927.9.13740:mRNA,"ADP-ribosylation factor, putative",0,0
Tb927.10.6060,gene_product=universal minicircle sequence binding protein 2,26.136,1.0546,1053600,13.86772343,0.076695902,Tb927.10.6060:mRNA,universal minicircle sequence binding protein 2,0,0
Tb927.5.520,"gene_product=stomatin-like protein, putative",12.745,1.0545,435230,12.98362991,0.076559095,Tb927.5.520:mRNA,"stomatin-like protein, putative",0,0
Tb927.5.1520,gene_product=ATP-dependent protease ATPase subunit HslU1,10.398,1.0544,5050700,15.43503741,0.076422275,Tb927.5.1520:mRNA,ATP-dependent protease ATPase subunit HslU1,0,0
Tb927.10.5760,"gene_product=adenylate kinase, putative",7.0083,1.0537,484040,13.08992283,0.075464174,Tb927.10.5760:mRNA,"adenylate kinase, putative",0,1
Tb927.9.14050,"gene_product=Lipase (class 3), putative",3.3593,1.0535,707490,13.46947877,0.075190314,Tb927.9.14050:mRNA,"Lipase (class 3), putative",0,0
Tb927.11.3650,"gene_product=adenylosuccinate synthetase, putative",19.564,1.0527,1421100,14.16694178,0.074094354,Tb927.11.3650:mRNA,"adenylosuccinate synthetase, putative",0,0
Tb927.5.2620,"gene_product=hypothetical protein, conserved",34.286,1.0526,934910,13.74820555,0.0739573,Tb927.5.2620:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.7740,gene_product=protein transport protein SEC23,57.035,1.0524,4013400,15.20514932,0.073683154,Tb927.10.7740:mRNA,protein transport protein SEC23,0,0
Tb927.9.4290,"gene_product=hypothetical protein, conserved",1.314,1.0524,131940,11.79010255,0.073683154,Tb927.9.4290:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.920,"gene_product=Ribosomal protein L1p/L10e family, putative",2.264,1.0521,517270,13.15632026,0.073271836,Tb927.10.920:mRNA,"Ribosomal protein L1p/L10e family, putative",0,0
Tb927.8.2520,"gene_product=acetyl-CoA synthetase, putative",10.698,1.0516,1184900,13.98516894,0.072586047,Tb927.8.2520:mRNA,"acetyl-CoA synthetase, putative",1,0
Tb927.10.2810,"gene_product=hypothetical protein, conserved",22.068,1.0514,13230000,16.39799754,0.07231164,Tb927.10.2810:mRNA,"hypothetical protein, conserved",0,0
Tb927.3.1920,gene_product=General negative regulator of transcription subunit 5,67.972,1.0507,2841600,14.85987783,0.071350804,Tb927.3.1920:mRNA,General negative regulator of transcription subunit 5,0,0
Tb927.2.470,"gene_product=retrotransposon hot spot protein 4 (RHS4), putative",22.403,1.0503,5183200,15.46093318,0.070801468,Tb927.2.470:mRNA,"retrotransposon hot spot protein 4 (RHS4), putative",0,0
Tb927.7.2940,"gene_product=histone H2A, putative",4.9989,1.0497,2076700,14.54629065,0.06997707,Tb927.7.2940:mRNA,"histone H2A, putative",0,0
Tb927.9.5190,"gene_product=proliferative cell nuclear antigen (PCNA), putative",45.915,1.0493,6561700,15.69676027,0.06942721,Tb927.9.5190:mRNA,"proliferative cell nuclear antigen (PCNA), putative",0,0
Tb927.10.2030,"gene_product=hypothetical protein, conserved",5.9896,1.049,202720,12.219581,0.069014678,Tb927.10.2030:mRNA,"Pentatricopeptide repeat protein (PPR), putative",0,0
Tb927.11.16860,gene_product=mitochondrial RNA binding protein,19.492,1.0485,1239600,14.0302993,0.068326861,Tb927.11.16860:mRNA,mitochondrial RNA binding protein,0,0
Tb927.9.5900,gene_product=glutamate dehydrogenase,189.38,1.0484,68726000,18.04563814,0.068189259,Tb927.9.5900:mRNA,glutamate dehydrogenase,0,0
Tb927.7.2120,"gene_product=hypothetical protein, conserved",27.937,1.0483,3004800,14.91572157,0.068051643,Tb927.7.2120:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.2040,"gene_product=Domain of unknown function (DUF1767), putative",1.6535,1.048,183630,12.12067814,0.067638717,Tb927.8.2040:mRNA,"Domain of unknown function (DUF1767), putative",0,0
Tb927.2.2970,gene_product=mitochondrial carrier protein,4.787,1.0479,183210,12.11838831,0.067501049,Tb927.2.2970:mRNA,mitochondrial carrier protein,0,0
Tb927.10.10830,gene_product=RGG-containing protein 2,14.211,1.0478,11217000,16.23294104,0.067363367,Tb927.10.10830:mRNA,RGG-containing protein 2,0,1
Tb927.10.8110,"gene_product=Protein of unknown function (DUF2453), putative",10.621,1.0478,5547800,15.52891201,0.067363367,Tb927.10.8110:mRNA,"Protein of unknown function (DUF2453), putative",3,0
Tb927.9.12240,"gene_product=60S ribosomal subunit protein L31, putative",6.7504,1.0473,2847500,14.86195197,0.066674763,Tb927.9.12240:mRNA,"60S ribosomal subunit protein L31, putative",0,0
Tb927.4.2280,"gene_product=hypothetical protein, conserved",49.222,1.0472,7619500,15.84622131,0.066537002,Tb927.4.2280:mRNA,"hypothetical protein, conserved",0,0
Tb927.6.2080,"gene_product=hypothetical protein, conserved",4.1812,1.0469,694290,13.45064502,0.066123642,Tb927.6.2080:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.10.13360,"gene_product=Elongation factor Tu, mitochondrial",25.983,1.0466,7279600,15.80058647,0.065710164,Tb927.10.13360:mRNA,"Elongation factor Tu, mitochondrial",0,0
Tb927.10.6230,gene_product=MORN repeat containing protein,16.346,1.0461,1588100,14.27804889,0.06502077,Tb927.10.6230:mRNA,MORN repeat containing protein,0,0
Tb927.10.12430,"gene_product=Noc2p family, putative",9.4294,1.046,631010,13.35507699,0.064882852,Tb927.10.12430:mRNA,"Noc2p family, putative",0,0
Tb927.4.4650,"gene_product=diphthine synthase, putative",5.6445,1.0456,399130,12.89704246,0.064331046,Tb927.4.4650:mRNA,"diphthine synthase, putative",0,0
Tb927.3.2130,"gene_product=RNA pseudouridylate synthase, putative",8.9313,1.0455,1479200,14.20701196,0.064193062,Tb927.3.2130:mRNA,"RNA pseudouridylate synthase, putative",0,0
Tb927.10.13030,"gene_product=cysteine peptidase, Clan CA, family C2, putative",10.082,1.0453,1544000,14.24988701,0.063917054,Tb927.10.13030:mRNA,"cysteine peptidase, Clan CA, family C2, putative",0,0
Tb927.6.740,"gene_product=ATP-dependent DEAH-box RNA helicase, putative",9.1495,1.0449,538790,13.19708116,0.063364879,Tb927.6.740:mRNA,"ATP-dependent DEAH-box RNA helicase, putative",0,0
Tb927.3.1380,"gene_product=ATP synthase subunit beta, mitochondrial",55.534,1.0446,7379400,15.81420289,0.062950609,Tb927.3.1380:mRNA,"ATP synthase subunit beta, mitochondrial",0,1
Tb927.11.1020,"gene_product=ribokinase, putative",105.98,1.0439,15213000,16.53766088,0.061983516,Tb927.11.1020:mRNA,"ribokinase, putative",0,0
Tb927.11.980,gene_product=Nucleoporin NUP158,11.968,1.0437,1564400,14.26301292,0.061707085,Tb927.11.980:mRNA,Nucleoporin NUP158,0,0
Tb927.6.1280,"gene_product=translation initiation factor EIF-2b alpha subunit, putative",11.849,1.0435,4405400,15.29834162,0.0614306,Tb927.6.1280:mRNA,"translation initiation factor EIF-2b alpha subunit, putative",0,0
Tb927.6.600,gene_product=ccr4-not transcription complex subunit,8.0376,1.0432,675900,13.42380042,0.061015775,Tb927.6.600:mRNA,ccr4-not transcription complex subunit,0,0
Tb927.5.3980,"gene_product=hypothetical protein, conserved",27.219,1.0431,6695700,15.71697609,0.060877473,Tb927.5.3980:mRNA,mitochondrial ribosomal protein L15,0,0
Tb927.9.7060,"gene_product=hypothetical protein, conserved",45.573,1.043,2583700,14.76473304,0.060739158,Tb927.9.7060:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.6210,"gene_product=phosphatidylinositol 3-kinase, putative",5.3247,1.043,624300,13.3443863,0.060739158,Tb927.8.6210:mRNA,"phosphatidylinositol 3-kinase, putative",0,0
Tb927.9.7170,"gene_product=Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative",25.197,1.042,5559600,15.53103672,0.059355278,Tb927.9.7170:mRNA,Mitochondrial ribosomal protein L47,0,0
Tb927.10.15530,"gene_product=ABC transport system ATP-binding protein, putative",128.99,1.042,9664500,16.08396994,0.059355278,Tb927.10.15530:mRNA,"ABC transport system ATP-binding protein, putative",0,0
Tb927.11.8090,"gene_product=protein phosphatase 1, putative",42.138,1.0414,1348000,14.11413257,0.058524312,Tb927.11.8090:mRNA,"protein phosphatase 1, putative",0,0
Tb927.10.10170,"gene_product=pre-mRNA splicing factor 46, putative",17.381,1.0404,1804200,14.40562784,0.057138304,Tb927.10.10170:mRNA,"pre-mRNA splicing factor 46, putative",0,0
Tb927.11.2920,"gene_product=glycerolphosphate mutase, putative",7.8463,1.04,3795100,15.14922132,0.056583528,Tb927.11.2920:mRNA,"glycerolphosphate mutase, putative",0,0
Tb927.1.2580,gene_product=exosome-associated protein 1,5.4438,1.0392,351750,12.77067597,0.055473336,Tb927.1.2580:mRNA,exosome-associated protein 1,0,0
Tb927.11.6440,"gene_product=hypothetical protein, conserved",38.13,1.039,7334500,15.8080998,0.055195654,Tb927.11.6440:mRNA,"hypothetical protein, conserved",0,0
Tb927.4.1540,"gene_product=NAD dependent epimerase/dehydratase family, putative",7.592,1.0385,1969900,14.49349334,0.054501216,Tb927.4.1540:mRNA,"NAD dependent epimerase/dehydratase family, putative",1,0
Tb927.9.15170,"gene_product=60S ribosomal protein L5, putative",14.308,1.0384,17406000,16.67232553,0.054362288,Tb927.9.15170:mRNA,"60S ribosomal protein L5, putative",0,0
Tb927.10.2800,"gene_product=hypothetical protein, conserved",14.193,1.0383,695990,13.45309057,0.054223347,Tb927.10.2800:mRNA,mitochondrial ribosomal protein s6,0,0
Tb927.6.1870,gene_product=Eukaryotic translation initiation factor 4E-4,7.3448,1.0372,744840,13.52092471,0.052694111,Tb927.6.1870:mRNA,Eukaryotic translation initiation factor 4E-4,0,0
Tb927.11.2030,"gene_product=hypothetical protein, conserved",25.665,1.0371,1333400,14.10324263,0.052555009,Tb927.11.2030:mRNA,"hypothetical protein, conserved",0,1
Tb927.7.2370,"gene_product=40S ribosomal protein S15, putative",33.147,1.0368,12816000,16.36620495,0.052137623,Tb927.7.2370:mRNA,"40S ribosomal protein S15, putative",0,0
Tb927.9.13970,"gene_product=hypothetical protein, conserved",49.327,1.0367,8159200,15.91465668,0.051998468,Tb927.9.13970:mRNA,"hypothetical protein, conserved",0,0
Tb927.3.3610,"gene_product=peroxisomal targeting signal 2 receptor, putative",39.799,1.0367,11622000,16.26841041,0.051998468,Tb927.3.3610:mRNA,"peroxisomal targeting signal 2 receptor, putative",0,0
Tb927.10.1090,"gene_product=40S ribosomal protein S23, putative",6.0394,1.0356,5915600,15.59310349,0.05046687,Tb927.10.1090:mRNA,"40S ribosomal protein S23, putative",0,0
Tb927.11.1710,gene_product=guide RNA-binding protein of 21 kDa,6.0153,1.0352,1845900,14.42847752,0.049909522,Tb927.11.1710:mRNA,guide RNA-binding protein of 21 kDa,0,0
Tb927.4.3060,"gene_product=hypothetical protein, conserved",7.4875,1.0347,3552800,15.08324658,0.049212535,Tb927.4.3060:mRNA,"hypothetical protein, conserved",0,0
Tb927.2.5160,"gene_product=chaperone protein DnaJ, putative",48.766,1.0346,17246000,16.66309079,0.049073097,Tb927.2.5160:mRNA,"chaperone protein DnaJ, putative",0,0
Tb927.3.4790,"gene_product=Aminopeptidase M1, putative",44.173,1.0343,23275000,16.96289038,0.048654702,Tb927.3.4790:mRNA,"Aminopeptidase M1, putative",0,0
Tb927.3.3390,"gene_product=kinesin, putative",246.63,1.0342,84883000,18.2567844,0.04851521,Tb927.3.3390:mRNA,"kinesin, putative",0,0
Tb927.11.900,"gene_product=isocitrate dehydrogenase, putative",24.297,1.0335,1177000,13.97847939,0.047538389,Tb927.11.900:mRNA,"isocitrate dehydrogenase, putative",0,0
Tb927.11.1670,gene_product=cysteine desulfurase,32.827,1.0334,8145000,15.9129148,0.047398789,Tb927.11.1670:mRNA,cysteine desulfurase,0,1
Tb927.2.4710,"gene_product=RNA-binding protein, putative",105.49,1.0332,27019000,17.11205088,0.047119549,Tb927.2.4710:mRNA,"RNA-binding protein, putative",0,0
Tb927.7.710,"gene_product=heat shock 70 kDa protein, putative",190.88,1.0332,28476000,17.16457219,0.047119549,Tb927.7.710:mRNA,"heat shock 70 kDa protein, putative",0,0
Tb927.9.13580,"gene_product=hypothetical protein, conserved",14.022,1.0331,2335100,14.66356527,0.046979908,Tb927.9.13580:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.8410,"gene_product=chaperone protein DnaJ, putative",20.529,1.0324,1974300,14.49572446,0.046002047,Tb927.9.8410:mRNA,"chaperone protein DnaJ, putative",0,0
Tb927.9.8820,"gene_product=hypothetical protein, conserved",5.606,1.0321,1137200,13.94407966,0.04558276,Tb927.9.8820:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.6620,"gene_product=nucleic acid binding protein, putative",4.4665,1.0311,358530,12.78976762,0.044184258,Tb927.11.6620:mRNA,"nucleic acid binding protein, putative",0,0
Tb927.9.12900,"gene_product=RNA polymerase-associated protein LEO1, putative",30.543,1.0311,2369300,14.67810511,0.044184258,Tb927.9.12900:mRNA,"RNA polymerase-associated protein LEO1, putative",0,0
Tb927.3.1340,gene_product=Nuclear cap-binding protein subunit 66,50.021,1.0307,1150700,13.95588101,0.043624477,Tb927.3.1340:mRNA,Nuclear cap-binding protein subunit 66,0,0
Tb927.1.1420,"gene_product=conserved protein, unknown function",54.057,1.0304,1932300,14.47422156,0.043204499,Tb927.1.1420:mRNA,"conserved protein, unknown function",0,0
Tb927.9.15290,"gene_product=CHAT domain containing protein, putative",52.915,1.0302,5607900,15.53968688,0.042924445,Tb927.9.15290:mRNA,"CHAT domain containing protein, putative",0,0
Tb927.2.5150,"gene_product=TPR-repeat protein, putative",8.3439,1.0294,672420,13.41863842,0.041803688,Tb927.2.5150:mRNA,"TPR-repeat protein, putative",0,0
Tb927.7.2550,gene_product=proteasome regulatory ATPase subunit 5,35.383,1.0293,2014300,14.5157823,0.041663532,Tb927.7.2550:mRNA,proteasome regulatory ATPase subunit 5,0,0
Tb927.10.15410,gene_product=glycosomal malate dehydrogenase,23.465,1.0292,11315000,16.24163984,0.041523362,Tb927.10.15410:mRNA,glycosomal malate dehydrogenase,0,1
Tb927.4.2000,"gene_product=ruvB-like DNA helicase, putative",13.462,1.0278,1008700,13.82417293,0.039559557,Tb927.4.2000:mRNA,"ruvB-like DNA helicase, putative",0,0
Tb927.10.5770,gene_product=Valosin-containing protein,14.687,1.0277,1551500,14.25473276,0.039419183,Tb927.10.5770:mRNA,Valosin-containing protein,0,0
Tb927.7.6360,gene_product=histone H2A variant Z,3.4517,1.0275,241960,12.3965277,0.039138394,Tb927.7.6360:mRNA,histone H2A variant Z,0,0
Tb927.8.570,gene_product=proteasome regulatory non-ATP-ase subunit 10,28.286,1.0274,4152400,15.23919704,0.038997979,Tb927.8.570:mRNA,proteasome regulatory non-ATP-ase subunit 10,0,0
Tb927.11.2650,"gene_product=heat shock protein 84, putative",59.45,1.0265,3105500,14.94868529,0.037733627,Tb927.11.2650:mRNA,"heat shock protein 84, putative",0,1
Tb927.8.2540,"gene_product=3-ketoacyl-CoA thiolase, putative",79.969,1.0264,23470000,16.97123357,0.037593076,Tb927.8.2540:mRNA,"3-ketoacyl-CoA thiolase, putative",0,0
Tb927.6.950,"gene_product=cysteinyl-tRNA synthetase, putative",11.766,1.0253,1998800,14.50805756,0.0360461,Tb927.6.950:mRNA,"cysteinyl-tRNA synthetase, putative",0,0
Tb927.9.5460,gene_product=Eukaryotic translation initiation factor 4 gamma 2,26.787,1.0252,1649000,14.3156796,0.035905384,Tb927.9.5460:mRNA,Eukaryotic translation initiation factor 4 gamma 2,0,0
Tb927.11.15230,"gene_product=cytosolic coat protein, putative",4.2349,1.0252,320800,12.67857315,0.035905384,Tb927.11.15230:mRNA,"cytosolic coat protein, putative",2,1
Tb927.6.410,"gene_product=hypothetical protein, conserved",45.544,1.0251,6799700,15.73238905,0.035764654,Tb927.6.410:mRNA,"hypothetical protein, conserved",0,0
Tb927.6.3110,"gene_product=cdc2-related protein kinase 11, putative",7.9897,1.0249,482830,13.0874199,0.035483152,Tb927.6.3110:mRNA,"cdc2-related protein kinase 11, putative",0,0
Tb927.11.2130,gene_product=proteasome regulatory non-ATP-ase subunit 3,44.312,1.0242,15816000,16.57653264,0.034497464,Tb927.11.2130:mRNA,proteasome regulatory non-ATP-ase subunit 3,0,0
Tb927.10.6050,gene_product=clathrin heavy chain,90.486,1.0239,16539000,16.62123179,0.03407482,Tb927.10.6050:mRNA,clathrin heavy chain,0,0
Tb927.7.3980,gene_product=tc40 antigen-like,14.574,1.0238,3627700,15.1041094,0.033933911,Tb927.7.3980:mRNA,tc40 antigen-like,0,0
Tb927.4.2180,"gene_product=60S ribosomal protein L35a, putative",16.961,1.0228,3298400,15.00894806,0.032524066,Tb927.4.2180:mRNA,"60S ribosomal protein L35a, putative",0,0
Tb927.9.7690,"gene_product=hypothetical protein, conserved",9.6544,1.0227,928240,13.7410456,0.032383005,Tb927.9.7690:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.10490,"gene_product=pre-RNA processing PIH1/Nop17, putative",31.936,1.022,939810,13.75343301,0.031395196,Tb927.9.10490:mRNA,Component of motile flagella 56,0,0
Tb927.9.3170,gene_product=cytochrome oxidase subunit V,4.1429,1.0216,367940,12.81567516,0.03083043,Tb927.9.3170:mRNA,cytochrome oxidase subunit V,0,0
Tb927.11.9880,"gene_product=Protein of unknown function (DUF2009), putative",5.8931,1.021,1151100,13.95622856,0.029982866,Tb927.11.9880:mRNA,"Protein of unknown function (DUF2009), putative",0,0
Tb927.1.2230,gene_product=small myristoylated protein 1-1,4.9683,1.021,1161100,13.96487839,0.029982866,Tb927.1.2230:mRNA,small myristoylated protein 1-1,0,0
Tb927.11.9210,"gene_product=NOL1/NOP2/sun family, putative",5.0093,1.0206,427750,12.96629419,0.029417547,Tb927.11.9210:mRNA,"NOL1/NOP2/sun family, putative",0,0
Tb927.3.5340,"gene_product=Hsc70-interacting protein (Hip), putative",64.034,1.0204,9393600,16.05553916,0.029134804,Tb927.3.5340:mRNA,"Hsc70-interacting protein (Hip), putative",0,0
Tb927.10.1510,gene_product=CCR4-NOT transcription complex subunit 1,82.954,1.0201,13645000,16.42888371,0.028710586,Tb927.10.1510:mRNA,CCR4-NOT transcription complex subunit 1,0,0
Tb927.5.3010,gene_product=MRB1 complex subunit MRB3010,95.329,1.0197,8809800,15.9913753,0.028144768,Tb927.5.3010:mRNA,MRB1 complex subunit MRB3010,0,0
Tb927.3.760,"gene_product=hypothetical protein, conserved",12.705,1.0195,1373600,14.13294559,0.027861775,Tb927.3.760:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.6360,"gene_product=SPRY domain containing protein, putative",16.814,1.0193,3041700,14.92792713,0.027578727,Tb927.8.6360:mRNA,"SPRY domain containing protein, putative",0,0
Tb927.10.2110,gene_product=elongation factor 1-alpha,84.869,1.0193,470530000,19.96937028,0.027578727,Tb927.10.2110:mRNA,elongation factor 1-alpha,0,0
Tb927.10.13280,"gene_product=hypothetical protein, conserved",10.989,1.0192,394000,12.88410619,0.027437183,Tb927.10.13280:mRNA,"hypothetical protein, conserved",0,0
Tb11.v5.0697,"gene_product=Xaa-Pro aminopeptidase, putative",18.277,1.0186,1682500,14.33579134,0.026587622,Tb11.v5.0697.1,"Xaa-Pro aminopeptidase, putative",0,0
Tb927.11.14430,gene_product=proteasome regulatory non-ATP-ase subunit,6.5206,1.0182,2332200,14.66232259,0.026020971,Tb927.11.14430:mRNA,proteasome regulatory non-ATP-ase subunit,0,0
Tb927.10.5590,"gene_product=protein phosphatase 2C, putative",13.07,1.0182,1047800,13.86220329,0.026020971,Tb927.10.5590:mRNA,"protein phosphatase 2C, putative",0,0
Tb927.8.6160,"gene_product=40S ribosomal protein S8, putative",104.79,1.0178,7936100,15.88693253,0.025454096,Tb927.8.6160:mRNA,"40S ribosomal protein S8, putative",0,0
Tb927.8.3970,"gene_product=oxidoreductase, putative",9.281,1.0175,1228200,14.02106024,0.025028794,Tb927.8.3970:mRNA,"oxidoreductase, putative",0,0
Tb927.11.15900,"gene_product=60S ribosomal protein L27, putative",9.0176,1.0172,6628800,15.70693435,0.024603367,Tb927.11.15900:mRNA,"60S ribosomal protein L27, putative",0,0
Tb927.7.2660,"gene_product=zinc finger protein family member, putative",62.152,1.0172,6294500,15.65518679,0.024603367,Tb927.7.2660:mRNA,"zinc finger protein family member, putative",0,0
Tb927.2.3030,"gene_product=ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative",55.867,1.0167,44594000,17.61310988,0.023894043,Tb927.2.3030:mRNA,"ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative",0,0
Tb927.7.660,"gene_product=Cupin-like domain containing protein, putative",33.63,1.0167,1765700,14.38405777,0.023894043,Tb927.7.660:mRNA,"Cupin-like domain containing protein, putative",0,0
